YEAR,MONTH,DISTRICT,PRECTOT
1993,7,Kanchanpur,132.4
1993,8,Kanchanpur,75.92
1993,9,Kanchanpur,95.43
1993,10,Kanchanpur,0.01
1993,11,Kanchanpur,0.05
1993,12,Kanchanpur,0.07
1994,1,Kanchanpur,20.8
1994,2,Kanchanpur,39.95
1994,3,Kanchanpur,0.76
1994,4,Kanchanpur,18.8
1994,5,Kanchanpur,8.29
1994,6,Kanchanpur,49.57
1994,7,Kanchanpur,256.29
1994,8,Kanchanpur,306.24
1994,9,Kanchanpur,34.63
1994,10,Kanchanpur,0.04
1994,11,Kanchanpur,0.0
1994,12,Kanchanpur,0.16
1995,1,Kanchanpur,39.27
1995,2,Kanchanpur,27.98
1995,3,Kanchanpur,13.06
1995,4,Kanchanpur,2.25
1995,5,Kanchanpur,0.2
1995,6,Kanchanpur,83.35
1995,7,Kanchanpur,115.34
1995,8,Kanchanpur,273.5
1995,9,Kanchanpur,91.43
1995,10,Kanchanpur,2.3
1995,11,Kanchanpur,7.61
1995,12,Kanchanpur,2.76
1996,1,Kanchanpur,36.42
1996,2,Kanchanpur,72.45
1996,3,Kanchanpur,14.14
1996,4,Kanchanpur,20.57
1996,5,Kanchanpur,12.95
1996,6,Kanchanpur,117.08
1996,7,Kanchanpur,180.56
1996,8,Kanchanpur,272.87
1996,9,Kanchanpur,205.28
1996,10,Kanchanpur,22.75
1996,11,Kanchanpur,0.0
1996,12,Kanchanpur,0.03
1997,1,Kanchanpur,8.35
1997,2,Kanchanpur,1.96
1997,3,Kanchanpur,7.44
1997,4,Kanchanpur,43.76
1997,5,Kanchanpur,18.55
1997,6,Kanchanpur,133.26
1997,7,Kanchanpur,186.72
1997,8,Kanchanpur,132.41
1997,9,Kanchanpur,30.83
1997,10,Kanchanpur,18.04
1997,11,Kanchanpur,10.45
1997,12,Kanchanpur,62.2
1998,1,Kanchanpur,3.27
1998,2,Kanchanpur,7.2
1998,3,Kanchanpur,43.5
1998,4,Kanchanpur,14.18
1998,5,Kanchanpur,43.71
1998,6,Kanchanpur,33.62
1998,7,Kanchanpur,228.28
1998,8,Kanchanpur,191.63
1998,9,Kanchanpur,66.33
1998,10,Kanchanpur,110.15
1998,11,Kanchanpur,5.17
1998,12,Kanchanpur,0.0
1999,1,Kanchanpur,21.7
1999,2,Kanchanpur,2.75
1999,3,Kanchanpur,1.18
1999,4,Kanchanpur,1.75
1999,5,Kanchanpur,10.82
1999,6,Kanchanpur,41.38
1999,7,Kanchanpur,228.81
1999,8,Kanchanpur,83.4
1999,9,Kanchanpur,104.85
1999,10,Kanchanpur,27.4
1999,11,Kanchanpur,0.0
1999,12,Kanchanpur,6.14
2000,1,Kanchanpur,16.24
2000,2,Kanchanpur,13.21
2000,3,Kanchanpur,7.1
2000,4,Kanchanpur,14.6
2000,5,Kanchanpur,95.83
2000,6,Kanchanpur,220.54
2000,7,Kanchanpur,217.81
2000,8,Kanchanpur,336.27
2000,9,Kanchanpur,45.65
2000,10,Kanchanpur,0.03
2000,11,Kanchanpur,0.52
2000,12,Kanchanpur,0.25
2001,1,Kanchanpur,4.72
2001,2,Kanchanpur,7.06
2001,3,Kanchanpur,7.45
2001,4,Kanchanpur,16.2
2001,5,Kanchanpur,46.47
2001,6,Kanchanpur,192.02
2001,7,Kanchanpur,406.42
2001,8,Kanchanpur,121.04
2001,9,Kanchanpur,30.7
2001,10,Kanchanpur,12.47
2001,11,Kanchanpur,1.1
2001,12,Kanchanpur,1.6
2002,1,Kanchanpur,40.27
2002,2,Kanchanpur,60.4
2002,3,Kanchanpur,3.64
2002,4,Kanchanpur,16.52
2002,5,Kanchanpur,30.93
2002,6,Kanchanpur,65.69
2002,7,Kanchanpur,28.1
2002,8,Kanchanpur,275.73
2002,9,Kanchanpur,181.54
2002,10,Kanchanpur,3.81
2002,11,Kanchanpur,1.89
2002,12,Kanchanpur,38.91
2003,1,Kanchanpur,30.41
2003,2,Kanchanpur,25.0
2003,3,Kanchanpur,7.88
2003,4,Kanchanpur,6.6
2003,5,Kanchanpur,5.39
2003,6,Kanchanpur,49.73
2003,7,Kanchanpur,355.34
2003,8,Kanchanpur,312.26
2003,9,Kanchanpur,277.54
2003,10,Kanchanpur,41.61
2003,11,Kanchanpur,0.96
2003,12,Kanchanpur,15.34
2004,1,Kanchanpur,38.32
2004,2,Kanchanpur,0.19
2004,3,Kanchanpur,0.03
2004,4,Kanchanpur,55.81
2004,5,Kanchanpur,61.93
2004,6,Kanchanpur,193.57
2004,7,Kanchanpur,348.06
2004,8,Kanchanpur,211.8
2004,9,Kanchanpur,77.13
2004,10,Kanchanpur,53.64
2004,11,Kanchanpur,0.12
2004,12,Kanchanpur,1.05
2005,1,Kanchanpur,43.19
2005,2,Kanchanpur,34.56
2005,3,Kanchanpur,38.7
2005,4,Kanchanpur,24.69
2005,5,Kanchanpur,31.71
2005,6,Kanchanpur,120.18
2005,7,Kanchanpur,396.9
2005,8,Kanchanpur,249.9
2005,9,Kanchanpur,317.79
2005,10,Kanchanpur,5.9
2005,11,Kanchanpur,0.02
2005,12,Kanchanpur,4.81
2006,1,Kanchanpur,2.26
2006,2,Kanchanpur,0.2
2006,3,Kanchanpur,62.36
2006,4,Kanchanpur,11.72
2006,5,Kanchanpur,71.4
2006,6,Kanchanpur,153.28
2006,7,Kanchanpur,402.23
2006,8,Kanchanpur,174.04
2006,9,Kanchanpur,96.08
2006,10,Kanchanpur,23.22
2006,11,Kanchanpur,1.32
2006,12,Kanchanpur,18.02
2007,1,Kanchanpur,0.3
2007,2,Kanchanpur,100.84
2007,3,Kanchanpur,69.93
2007,4,Kanchanpur,3.98
2007,5,Kanchanpur,87.44
2007,6,Kanchanpur,167.26
2007,7,Kanchanpur,519.86
2007,8,Kanchanpur,282.96
2007,9,Kanchanpur,184.0
2007,10,Kanchanpur,2.44
2007,11,Kanchanpur,0.04
2007,12,Kanchanpur,1.74
2008,1,Kanchanpur,2.07
2008,2,Kanchanpur,9.65
2008,3,Kanchanpur,0.48
2008,4,Kanchanpur,34.19
2008,5,Kanchanpur,39.19
2008,6,Kanchanpur,329.47
2008,7,Kanchanpur,457.9
2008,8,Kanchanpur,313.6
2008,9,Kanchanpur,243.2
2008,10,Kanchanpur,16.92
2008,11,Kanchanpur,3.44
2008,12,Kanchanpur,0.06
2009,1,Kanchanpur,0.86
2009,2,Kanchanpur,15.18
2009,3,Kanchanpur,2.53
2009,4,Kanchanpur,7.64
2009,5,Kanchanpur,36.48
2009,6,Kanchanpur,62.52
2009,7,Kanchanpur,269.36
2009,8,Kanchanpur,360.72
2009,9,Kanchanpur,222.21
2009,10,Kanchanpur,122.06
2009,11,Kanchanpur,17.64
2009,12,Kanchanpur,2.37
2010,1,Kanchanpur,9.13
2010,2,Kanchanpur,30.81
2010,3,Kanchanpur,2.8
2010,4,Kanchanpur,5.29
2010,5,Kanchanpur,18.11
2010,6,Kanchanpur,24.43
2010,7,Kanchanpur,599.15
2010,8,Kanchanpur,345.03
2010,9,Kanchanpur,482.25
2010,10,Kanchanpur,8.67
2010,11,Kanchanpur,26.47
2010,12,Kanchanpur,17.79
2011,1,Kanchanpur,16.5
2011,2,Kanchanpur,43.56
2011,3,Kanchanpur,4.01
2011,4,Kanchanpur,23.12
2011,5,Kanchanpur,71.18
2011,6,Kanchanpur,407.21
2011,7,Kanchanpur,361.97
2011,8,Kanchanpur,416.54
2011,9,Kanchanpur,253.8
2011,10,Kanchanpur,5.19
2011,11,Kanchanpur,0.0
2011,12,Kanchanpur,9.53
2012,1,Kanchanpur,47.09
2012,2,Kanchanpur,3.53
2012,3,Kanchanpur,5.47
2012,4,Kanchanpur,25.89
2012,5,Kanchanpur,9.12
2012,6,Kanchanpur,33.82
2012,7,Kanchanpur,260.35
2012,8,Kanchanpur,336.5
2012,9,Kanchanpur,262.07
2012,10,Kanchanpur,4.81
2012,11,Kanchanpur,0.97
2012,12,Kanchanpur,8.25
2013,1,Kanchanpur,80.83
2013,2,Kanchanpur,117.01
2013,3,Kanchanpur,9.43
2013,4,Kanchanpur,7.14
2013,5,Kanchanpur,14.13
2013,6,Kanchanpur,467.56
2013,7,Kanchanpur,548.99
2013,8,Kanchanpur,300.99
2013,9,Kanchanpur,100.28
2013,10,Kanchanpur,45.06
2013,11,Kanchanpur,3.5
2013,12,Kanchanpur,9.23
2014,1,Kanchanpur,42.78
2014,2,Kanchanpur,76.16
2014,3,Kanchanpur,24.46
2014,4,Kanchanpur,15.44
2014,5,Kanchanpur,48.83
2014,6,Kanchanpur,62.67
2014,7,Kanchanpur,444.4
2014,8,Kanchanpur,147.11
2014,9,Kanchanpur,104.67
2014,10,Kanchanpur,39.42
2014,11,Kanchanpur,0.0
2014,12,Kanchanpur,38.39
2015,1,Kanchanpur,73.95
2015,2,Kanchanpur,27.98
2015,3,Kanchanpur,147.86
2015,4,Kanchanpur,48.6
2015,5,Kanchanpur,19.61
2015,6,Kanchanpur,263.78
2015,7,Kanchanpur,256.14
2015,8,Kanchanpur,181.91
2015,9,Kanchanpur,50.68
2015,10,Kanchanpur,16.36
2015,11,Kanchanpur,1.62
2015,12,Kanchanpur,1.67
2016,1,Kanchanpur,3.3
2016,2,Kanchanpur,19.48
2016,3,Kanchanpur,30.86
2016,4,Kanchanpur,7.38
2016,5,Kanchanpur,84.6
2016,6,Kanchanpur,117.38
2016,7,Kanchanpur,413.37
2016,8,Kanchanpur,193.2
2016,9,Kanchanpur,104.41
2016,10,Kanchanpur,5.88
2016,11,Kanchanpur,0.0
2016,12,Kanchanpur,1.36
2017,1,Kanchanpur,27.37
2017,2,Kanchanpur,7.2
2017,3,Kanchanpur,20.59
2017,4,Kanchanpur,46.63
2017,5,Kanchanpur,73.94
2017,6,Kanchanpur,104.78
2017,7,Kanchanpur,417.83
2017,8,Kanchanpur,231.17
2017,9,Kanchanpur,177.88
2017,10,Kanchanpur,0.12
2017,11,Kanchanpur,0.14
2017,12,Kanchanpur,5.19
2018,1,Kanchanpur,0.33
2018,2,Kanchanpur,0.27
2018,3,Kanchanpur,0.44
2018,4,Kanchanpur,1.88
2018,5,Kanchanpur,1.39
2018,6,Kanchanpur,3.66
2018,7,Kanchanpur,12.23
2018,8,Kanchanpur,12.7
2018,9,Kanchanpur,4.5
2018,10,Kanchanpur,0.12
2018,11,Kanchanpur,0.41
2018,12,Kanchanpur,0.08
2019,1,Kanchanpur,1.46
2019,2,Kanchanpur,3.79
2019,3,Kanchanpur,0.61
2019,4,Kanchanpur,1.1
2019,5,Kanchanpur,0.68
2019,6,Kanchanpur,4.17
2019,7,Kanchanpur,8.75
2019,8,Kanchanpur,7.18
2019,9,Kanchanpur,5.88
2019,10,Kanchanpur,0.14
2019,11,Kanchanpur,0.95
2019,12,Kanchanpur,2.24
1981,1,Kaski,47.45
1981,2,Kaski,1.74
1981,3,Kaski,27.07
1981,4,Kaski,52.7
1981,5,Kaski,82.02
1981,6,Kaski,127.52
1981,7,Kaski,371.06
1981,8,Kaski,224.51
1981,9,Kaski,100.03
1981,10,Kaski,6.68
1981,11,Kaski,25.78
1981,12,Kaski,0.66
1982,1,Kaski,69.28
1982,2,Kaski,9.37
1982,3,Kaski,19.75
1982,4,Kaski,18.36
1982,5,Kaski,20.87
1982,6,Kaski,63.89
1982,7,Kaski,238.32
1982,8,Kaski,149.35
1982,9,Kaski,141.46
1982,10,Kaski,1.92
1982,11,Kaski,7.56
1982,12,Kaski,5.44
1983,1,Kaski,0.99
1983,2,Kaski,1.0
1983,3,Kaski,11.9
1983,4,Kaski,12.19
1983,5,Kaski,46.38
1983,6,Kaski,79.25
1983,7,Kaski,110.82
1983,8,Kaski,86.75
1983,9,Kaski,76.66
1983,10,Kaski,86.09
1983,11,Kaski,0.0
1983,12,Kaski,5.48
1984,1,Kaski,3.3
1984,2,Kaski,16.14
1984,3,Kaski,3.09
1984,4,Kaski,7.11
1984,5,Kaski,20.59
1984,6,Kaski,130.18
1984,7,Kaski,226.62
1984,8,Kaski,197.74
1984,9,Kaski,186.32
1984,10,Kaski,19.93
1984,11,Kaski,0.14
1984,12,Kaski,3.71
1985,1,Kaski,34.82
1985,2,Kaski,0.19
1985,3,Kaski,0.19
1985,4,Kaski,1.7
1985,5,Kaski,26.66
1985,6,Kaski,32.8
1985,7,Kaski,227.95
1985,8,Kaski,150.92
1985,9,Kaski,162.91
1985,10,Kaski,70.46
1985,11,Kaski,0.0
1985,12,Kaski,5.22
1986,1,Kaski,0.26
1986,2,Kaski,12.72
1986,3,Kaski,3.39
1986,4,Kaski,10.56
1986,5,Kaski,21.65
1986,6,Kaski,119.35
1986,7,Kaski,204.78
1986,8,Kaski,69.34
1986,9,Kaski,44.54
1986,10,Kaski,25.1
1986,11,Kaski,0.33
1986,12,Kaski,30.37
1987,1,Kaski,7.22
1987,2,Kaski,3.36
1987,3,Kaski,7.31
1987,4,Kaski,4.21
1987,5,Kaski,19.21
1987,6,Kaski,18.84
1987,7,Kaski,215.97
1987,8,Kaski,177.02
1987,9,Kaski,142.77
1987,10,Kaski,96.51
1987,11,Kaski,0.0
1987,12,Kaski,4.69
1988,1,Kaski,8.28
1988,2,Kaski,2.69
1988,3,Kaski,30.06
1988,4,Kaski,20.85
1988,5,Kaski,46.0
1988,6,Kaski,77.84
1988,7,Kaski,325.37
1988,8,Kaski,234.34
1988,9,Kaski,55.27
1988,10,Kaski,12.42
1988,11,Kaski,0.0
1988,12,Kaski,18.66
1989,1,Kaski,25.6
1989,2,Kaski,8.76
1989,3,Kaski,6.81
1989,4,Kaski,6.29
1989,5,Kaski,46.25
1989,6,Kaski,101.21
1989,7,Kaski,183.85
1989,8,Kaski,131.28
1989,9,Kaski,56.73
1989,10,Kaski,7.71
1989,11,Kaski,2.19
1989,12,Kaski,5.19
1990,1,Kaski,0.07
1990,2,Kaski,22.44
1990,3,Kaski,7.86
1990,4,Kaski,5.62
1990,5,Kaski,17.02
1990,6,Kaski,108.43
1990,7,Kaski,372.73
1990,8,Kaski,139.9
1990,9,Kaski,102.53
1990,10,Kaski,10.38
1990,11,Kaski,0.02
1990,12,Kaski,1.19
1991,1,Kaski,4.83
1991,2,Kaski,0.85
1991,3,Kaski,8.33
1991,4,Kaski,1.58
1991,5,Kaski,28.48
1991,6,Kaski,25.54
1991,7,Kaski,131.65
1991,8,Kaski,123.03
1991,9,Kaski,97.94
1991,10,Kaski,2.95
1991,11,Kaski,0.4
1991,12,Kaski,27.25
1992,1,Kaski,0.98
1992,2,Kaski,2.23
1992,3,Kaski,0.93
1992,4,Kaski,0.36
1992,5,Kaski,16.86
1992,6,Kaski,69.75
1992,7,Kaski,140.42
1992,8,Kaski,131.26
1992,9,Kaski,93.36
1992,10,Kaski,62.64
1992,11,Kaski,5.55
1992,12,Kaski,1.11
1993,1,Kaski,5.8
1993,2,Kaski,1.7
1993,3,Kaski,31.95
1993,4,Kaski,13.16
1993,5,Kaski,34.23
1993,6,Kaski,90.56
1993,7,Kaski,150.57
1993,8,Kaski,82.01
1993,9,Kaski,94.59
1993,10,Kaski,4.07
1993,11,Kaski,0.76
1993,12,Kaski,0.0
1994,1,Kaski,15.77
1994,2,Kaski,2.87
1994,3,Kaski,4.88
1994,4,Kaski,1.29
1994,5,Kaski,10.17
1994,6,Kaski,88.01
1994,7,Kaski,139.4
1994,8,Kaski,69.52
1994,9,Kaski,112.97
1994,10,Kaski,2.4
1994,11,Kaski,0.19
1994,12,Kaski,0.0
1995,1,Kaski,6.17
1995,2,Kaski,10.12
1995,3,Kaski,4.96
1995,4,Kaski,4.99
1995,5,Kaski,15.95
1995,6,Kaski,124.91
1995,7,Kaski,144.77
1995,8,Kaski,171.76
1995,9,Kaski,40.32
1995,10,Kaski,8.09
1995,11,Kaski,27.14
1995,12,Kaski,3.86
1996,1,Kaski,32.83
1996,2,Kaski,18.1
1996,3,Kaski,1.36
1996,4,Kaski,30.49
1996,5,Kaski,34.04
1996,6,Kaski,78.39
1996,7,Kaski,127.26
1996,8,Kaski,184.86
1996,9,Kaski,46.57
1996,10,Kaski,35.32
1996,11,Kaski,0.05
1996,12,Kaski,0.0
1997,1,Kaski,4.14
1997,2,Kaski,0.01
1997,3,Kaski,1.19
1997,4,Kaski,27.35
1997,5,Kaski,9.89
1997,6,Kaski,43.55
1997,7,Kaski,112.6
1997,8,Kaski,95.2
1997,9,Kaski,20.13
1997,10,Kaski,3.03
1997,11,Kaski,1.12
1997,12,Kaski,15.49
1998,1,Kaski,0.97
1998,2,Kaski,2.77
1998,3,Kaski,10.64
1998,4,Kaski,14.98
1998,5,Kaski,23.14
1998,6,Kaski,69.34
1998,7,Kaski,169.57
1998,8,Kaski,192.22
1998,9,Kaski,83.0
1998,10,Kaski,38.11
1998,11,Kaski,0.73
1998,12,Kaski,0.0
1999,1,Kaski,7.65
1999,2,Kaski,0.25
1999,3,Kaski,0.07
1999,4,Kaski,9.38
1999,5,Kaski,42.62
1999,6,Kaski,58.31
1999,7,Kaski,70.98
1999,8,Kaski,103.54
1999,9,Kaski,49.45
1999,10,Kaski,47.4
1999,11,Kaski,0.0
1999,12,Kaski,0.16
2000,1,Kaski,1.81
2000,2,Kaski,2.64
2000,3,Kaski,2.5
2000,4,Kaski,1.71
2000,5,Kaski,53.92
2000,6,Kaski,120.03
2000,7,Kaski,151.04
2000,8,Kaski,172.07
2000,9,Kaski,111.17
2000,10,Kaski,0.31
2000,11,Kaski,6.86
2000,12,Kaski,0.02
2001,1,Kaski,0.04
2001,2,Kaski,0.23
2001,3,Kaski,10.57
2001,4,Kaski,4.72
2001,5,Kaski,48.74
2001,6,Kaski,67.1
2001,7,Kaski,131.8
2001,8,Kaski,156.01
2001,9,Kaski,125.4
2001,10,Kaski,15.43
2001,11,Kaski,0.4
2001,12,Kaski,0.0
2002,1,Kaski,11.97
2002,2,Kaski,11.6
2002,3,Kaski,13.82
2002,4,Kaski,2.12
2002,5,Kaski,36.92
2002,6,Kaski,59.18
2002,7,Kaski,107.16
2002,8,Kaski,43.78
2002,9,Kaski,60.84
2002,10,Kaski,12.88
2002,11,Kaski,0.49
2002,12,Kaski,12.87
2003,1,Kaski,6.55
2003,2,Kaski,32.29
2003,3,Kaski,1.39
2003,4,Kaski,9.64
2003,5,Kaski,6.44
2003,6,Kaski,65.86
2003,7,Kaski,139.81
2003,8,Kaski,91.63
2003,9,Kaski,57.11
2003,10,Kaski,16.16
2003,11,Kaski,0.0
2003,12,Kaski,7.25
2004,1,Kaski,25.27
2004,2,Kaski,0.01
2004,3,Kaski,11.28
2004,4,Kaski,81.53
2004,5,Kaski,73.16
2004,6,Kaski,245.88
2004,7,Kaski,349.09
2004,8,Kaski,132.76
2004,9,Kaski,160.69
2004,10,Kaski,58.85
2004,11,Kaski,16.56
2004,12,Kaski,0.02
2005,1,Kaski,43.11
2005,2,Kaski,9.68
2005,3,Kaski,19.11
2005,4,Kaski,17.59
2005,5,Kaski,21.64
2005,6,Kaski,111.28
2005,7,Kaski,375.76
2005,8,Kaski,226.19
2005,9,Kaski,72.72
2005,10,Kaski,178.66
2005,11,Kaski,0.0
2005,12,Kaski,0.49
2006,1,Kaski,0.0
2006,2,Kaski,0.0
2006,3,Kaski,30.47
2006,4,Kaski,11.65
2006,5,Kaski,141.87
2006,6,Kaski,233.57
2006,7,Kaski,284.36
2006,8,Kaski,163.23
2006,9,Kaski,159.12
2006,10,Kaski,35.19
2006,11,Kaski,1.15
2006,12,Kaski,17.63
2007,1,Kaski,0.0
2007,2,Kaski,99.85
2007,3,Kaski,33.5
2007,4,Kaski,41.97
2007,5,Kaski,48.69
2007,6,Kaski,133.79
2007,7,Kaski,361.78
2007,8,Kaski,263.2
2007,9,Kaski,203.18
2007,10,Kaski,34.36
2007,11,Kaski,1.46
2007,12,Kaski,0.07
2008,1,Kaski,6.35
2008,2,Kaski,0.89
2008,3,Kaski,12.45
2008,4,Kaski,24.68
2008,5,Kaski,83.5
2008,6,Kaski,372.95
2008,7,Kaski,370.91
2008,8,Kaski,332.89
2008,9,Kaski,187.98
2008,10,Kaski,38.89
2008,11,Kaski,0.36
2008,12,Kaski,2.81
2009,1,Kaski,0.01
2009,2,Kaski,1.63
2009,3,Kaski,8.48
2009,4,Kaski,0.69
2009,5,Kaski,127.14
2009,6,Kaski,112.09
2009,7,Kaski,247.15
2009,8,Kaski,289.85
2009,9,Kaski,68.27
2009,10,Kaski,62.39
2009,11,Kaski,2.82
2009,12,Kaski,3.86
2010,1,Kaski,0.4
2010,2,Kaski,10.75
2010,3,Kaski,0.07
2010,4,Kaski,1.49
2010,5,Kaski,36.21
2010,6,Kaski,98.04
2010,7,Kaski,221.56
2010,8,Kaski,333.15
2010,9,Kaski,256.39
2010,10,Kaski,33.25
2010,11,Kaski,7.17
2010,12,Kaski,3.51
2011,1,Kaski,1.35
2011,2,Kaski,13.67
2011,3,Kaski,8.69
2011,4,Kaski,13.31
2011,5,Kaski,136.03
2011,6,Kaski,161.18
2011,7,Kaski,345.46
2011,8,Kaski,293.91
2011,9,Kaski,133.2
2011,10,Kaski,10.98
2011,11,Kaski,0.07
2011,12,Kaski,0.67
2012,1,Kaski,19.97
2012,2,Kaski,7.42
2012,3,Kaski,13.56
2012,4,Kaski,11.02
2012,5,Kaski,18.17
2012,6,Kaski,83.61
2012,7,Kaski,331.84
2012,8,Kaski,267.6
2012,9,Kaski,410.58
2012,10,Kaski,54.74
2012,11,Kaski,4.91
2012,12,Kaski,0.01
2013,1,Kaski,17.53
2013,2,Kaski,53.07
2013,3,Kaski,14.75
2013,4,Kaski,28.29
2013,5,Kaski,122.59
2013,6,Kaski,394.06
2013,7,Kaski,348.79
2013,8,Kaski,333.95
2013,9,Kaski,163.57
2013,10,Kaski,181.58
2013,11,Kaski,8.54
2013,12,Kaski,0.81
2014,1,Kaski,13.82
2014,2,Kaski,20.44
2014,3,Kaski,21.4
2014,4,Kaski,28.76
2014,5,Kaski,99.82
2014,6,Kaski,336.54
2014,7,Kaski,406.97
2014,8,Kaski,447.11
2014,9,Kaski,249.34
2014,10,Kaski,100.2
2014,11,Kaski,0.0
2014,12,Kaski,23.02
2015,1,Kaski,38.0
2015,2,Kaski,16.02
2015,3,Kaski,122.2
2015,4,Kaski,88.18
2015,5,Kaski,117.69
2015,6,Kaski,301.92
2015,7,Kaski,498.97
2015,8,Kaski,495.74
2015,9,Kaski,161.98
2015,10,Kaski,83.68
2015,11,Kaski,0.72
2015,12,Kaski,0.0
2016,1,Kaski,3.9
2016,2,Kaski,5.89
2016,3,Kaski,50.32
2016,4,Kaski,8.45
2016,5,Kaski,151.88
2016,6,Kaski,362.41
2016,7,Kaski,564.39
2016,8,Kaski,205.01
2016,9,Kaski,326.64
2016,10,Kaski,163.54
2016,11,Kaski,0.0
2016,12,Kaski,0.0
2017,1,Kaski,10.93
2017,2,Kaski,0.19
2017,3,Kaski,71.78
2017,4,Kaski,139.44
2017,5,Kaski,175.72
2017,6,Kaski,220.45
2017,7,Kaski,346.35
2017,8,Kaski,452.48
2017,9,Kaski,343.37
2017,10,Kaski,56.42
2017,11,Kaski,0.39
2017,12,Kaski,0.3
2018,1,Kaski,0.08
2018,2,Kaski,0.26
2018,3,Kaski,0.89
2018,4,Kaski,4.23
2018,5,Kaski,8.65
2018,6,Kaski,7.5
2018,7,Kaski,14.8
2018,8,Kaski,9.85
2018,9,Kaski,2.85
2018,10,Kaski,0.06
2018,11,Kaski,0.03
2018,12,Kaski,0.0
2019,1,Kaski,0.86
2019,2,Kaski,3.55
2019,3,Kaski,1.48
2019,4,Kaski,3.02
2019,5,Kaski,5.3
2019,6,Kaski,9.42
2019,7,Kaski,14.09
2019,8,Kaski,7.51
2019,9,Kaski,11.63
2019,10,Kaski,2.46
2019,11,Kaski,0.51
2019,12,Kaski,1.16
1981,1,Kathmandu,27.66
1981,2,Kathmandu,1.14
1981,3,Kathmandu,27.99
1981,4,Kathmandu,59.77
1981,5,Kathmandu,128.8
1981,6,Kathmandu,169.99
1981,7,Kathmandu,336.35
1981,8,Kathmandu,218.45
1981,9,Kathmandu,87.28
1981,10,Kathmandu,2.27
1981,11,Kathmandu,21.53
1981,12,Kathmandu,2.27
1982,1,Kathmandu,78.26
1982,2,Kathmandu,9.49
1982,3,Kathmandu,19.64
1982,4,Kathmandu,21.0
1982,5,Kathmandu,36.54
1982,6,Kathmandu,67.9
1982,7,Kathmandu,219.97
1982,8,Kathmandu,180.53
1982,9,Kathmandu,124.55
1982,10,Kathmandu,2.8
1982,11,Kathmandu,6.84
1982,12,Kathmandu,4.85
1983,1,Kathmandu,0.23
1983,2,Kathmandu,0.13
1983,3,Kathmandu,9.28
1983,4,Kathmandu,8.58
1983,5,Kathmandu,48.49
1983,6,Kathmandu,96.43
1983,7,Kathmandu,138.27
1983,8,Kathmandu,86.4
1983,9,Kathmandu,54.5
1983,10,Kathmandu,52.44
1983,11,Kathmandu,0.0
1983,12,Kathmandu,5.41
1984,1,Kathmandu,4.19
1984,2,Kathmandu,15.04
1984,3,Kathmandu,5.06
1984,4,Kathmandu,14.02
1984,5,Kathmandu,34.99
1984,6,Kathmandu,149.69
1984,7,Kathmandu,205.48
1984,8,Kathmandu,219.56
1984,9,Kathmandu,164.91
1984,10,Kathmandu,15.29
1984,11,Kathmandu,0.0
1984,12,Kathmandu,2.43
1985,1,Kathmandu,17.86
1985,2,Kathmandu,0.51
1985,3,Kathmandu,0.85
1985,4,Kathmandu,0.76
1985,5,Kathmandu,31.74
1985,6,Kathmandu,42.64
1985,7,Kathmandu,295.01
1985,8,Kathmandu,181.77
1985,9,Kathmandu,171.91
1985,10,Kathmandu,76.0
1985,11,Kathmandu,0.0
1985,12,Kathmandu,4.04
1986,1,Kathmandu,0.32
1986,2,Kathmandu,14.25
1986,3,Kathmandu,3.31
1986,4,Kathmandu,14.39
1986,5,Kathmandu,34.45
1986,6,Kathmandu,153.4
1986,7,Kathmandu,225.84
1986,8,Kathmandu,102.24
1986,9,Kathmandu,37.96
1986,10,Kathmandu,34.07
1986,11,Kathmandu,0.34
1986,12,Kathmandu,32.85
1987,1,Kathmandu,4.45
1987,2,Kathmandu,3.61
1987,3,Kathmandu,12.38
1987,4,Kathmandu,10.16
1987,5,Kathmandu,13.01
1987,6,Kathmandu,34.6
1987,7,Kathmandu,215.27
1987,8,Kathmandu,222.14
1987,9,Kathmandu,162.32
1987,10,Kathmandu,93.49
1987,11,Kathmandu,0.04
1987,12,Kathmandu,2.21
1988,1,Kathmandu,0.98
1988,2,Kathmandu,2.29
1988,3,Kathmandu,39.39
1988,4,Kathmandu,30.25
1988,5,Kathmandu,78.54
1988,6,Kathmandu,101.97
1988,7,Kathmandu,295.4
1988,8,Kathmandu,199.45
1988,9,Kathmandu,56.31
1988,10,Kathmandu,13.85
1988,11,Kathmandu,0.0
1988,12,Kathmandu,23.75
1989,1,Kathmandu,24.3
1989,2,Kathmandu,8.05
1989,3,Kathmandu,7.76
1989,4,Kathmandu,3.35
1989,5,Kathmandu,61.25
1989,6,Kathmandu,67.57
1989,7,Kathmandu,180.9
1989,8,Kathmandu,118.23
1989,9,Kathmandu,70.46
1989,10,Kathmandu,10.58
1989,11,Kathmandu,1.47
1989,12,Kathmandu,2.38
1990,1,Kathmandu,0.0
1990,2,Kathmandu,21.1
1990,3,Kathmandu,11.18
1990,4,Kathmandu,5.44
1990,5,Kathmandu,13.38
1990,6,Kathmandu,92.2
1990,7,Kathmandu,359.1
1990,8,Kathmandu,149.01
1990,9,Kathmandu,111.85
1990,10,Kathmandu,18.06
1990,11,Kathmandu,0.0
1990,12,Kathmandu,0.2
1991,1,Kathmandu,3.98
1991,2,Kathmandu,0.23
1991,3,Kathmandu,6.58
1991,4,Kathmandu,2.59
1991,5,Kathmandu,28.79
1991,6,Kathmandu,36.51
