YEAR,MONTH,DISTRICT,PRECTOT
2013,4,Baglung,29.96
2013,5,Baglung,124.72
2013,6,Baglung,466.75
2013,7,Baglung,426.12
2013,8,Baglung,357.53
2013,9,Baglung,178.64
2013,10,Baglung,204.28
2013,11,Baglung,10.39
2013,12,Baglung,1.28
2014,1,Baglung,16.81
2014,2,Baglung,23.56
2014,3,Baglung,19.77
2014,4,Baglung,31.35
2014,5,Baglung,92.77
2014,6,Baglung,392.75
2014,7,Baglung,463.02
2014,8,Baglung,526.16
2014,9,Baglung,277.27
2014,10,Baglung,116.02
2014,11,Baglung,0.0
2014,12,Baglung,23.32
2015,1,Baglung,45.65
2015,2,Baglung,17.07
2015,3,Baglung,127.08
2015,4,Baglung,85.54
2015,5,Baglung,106.22
2015,6,Baglung,323.88
2015,7,Baglung,510.56
2015,8,Baglung,513.27
2015,9,Baglung,155.2
2015,10,Baglung,78.61
2015,11,Baglung,0.87
2015,12,Baglung,0.0
2016,1,Baglung,5.25
2016,2,Baglung,5.67
2016,3,Baglung,49.11
2016,4,Baglung,7.68
2016,5,Baglung,151.05
2016,6,Baglung,357.54
2016,7,Baglung,619.3
2016,8,Baglung,215.99
2016,9,Baglung,330.11
2016,10,Baglung,168.33
2016,11,Baglung,0.0
2016,12,Baglung,0.0
2017,1,Baglung,13.17
2017,2,Baglung,0.27
2017,3,Baglung,66.43
2017,4,Baglung,120.01
2017,5,Baglung,162.4
2017,6,Baglung,231.42
2017,7,Baglung,394.52
2017,8,Baglung,483.99
2017,9,Baglung,356.52
2017,10,Baglung,49.33
2017,11,Baglung,0.46
2017,12,Baglung,0.5
2018,1,Baglung,0.09
2018,2,Baglung,0.29
2018,3,Baglung,0.85
2018,4,Baglung,3.92
2018,5,Baglung,8.12
2018,6,Baglung,7.64
2018,7,Baglung,17.16
2018,8,Baglung,11.0
2018,9,Baglung,3.2
2018,10,Baglung,0.04
2018,11,Baglung,0.04
2018,12,Baglung,0.0
2019,1,Baglung,1.0
2019,2,Baglung,3.74
2019,3,Baglung,1.28
2019,4,Baglung,2.7
2019,5,Baglung,4.85
2019,6,Baglung,9.18
2019,7,Baglung,14.78
2019,8,Baglung,7.86
2019,9,Baglung,12.42
2019,10,Baglung,2.39
2019,11,Baglung,0.26
2019,12,Baglung,1.21
1981,1,Baitadi,53.61
1981,2,Baitadi,9.05
1981,3,Baitadi,37.51
1981,4,Baitadi,21.33
1981,5,Baitadi,89.45
1981,6,Baitadi,91.5
1981,7,Baitadi,218.18
1981,8,Baitadi,146.04
1981,9,Baitadi,58.63
1981,10,Baitadi,1.38
1981,11,Baitadi,30.57
1981,12,Baitadi,7.88
1982,1,Baitadi,51.38
1982,2,Baitadi,23.53
1982,3,Baitadi,31.97
1982,4,Baitadi,26.43
1982,5,Baitadi,33.28
1982,6,Baitadi,27.53
1982,7,Baitadi,60.72
1982,8,Baitadi,188.3
1982,9,Baitadi,40.73
1982,10,Baitadi,3.77
1982,11,Baitadi,1.39
1982,12,Baitadi,9.7
1983,1,Baitadi,9.42
1983,2,Baitadi,4.92
1983,3,Baitadi,22.69
1983,4,Baitadi,49.08
1983,5,Baitadi,7.21
1983,6,Baitadi,82.2
1983,7,Baitadi,54.89
1983,8,Baitadi,91.55
1983,9,Baitadi,202.54
1983,10,Baitadi,52.21
1983,11,Baitadi,0.0
1983,12,Baitadi,11.31
1984,1,Baitadi,4.33
1984,2,Baitadi,42.95
1984,3,Baitadi,7.35
1984,4,Baitadi,11.22
1984,5,Baitadi,7.99
1984,6,Baitadi,84.25
1984,7,Baitadi,84.69
1984,8,Baitadi,118.05
1984,9,Baitadi,47.39
1984,10,Baitadi,5.99
1984,11,Baitadi,0.46
1984,12,Baitadi,10.82
1985,1,Baitadi,45.92
1985,2,Baitadi,0.5
1985,3,Baitadi,1.9
1985,4,Baitadi,19.11
1985,5,Baitadi,31.03
1985,6,Baitadi,73.16
1985,7,Baitadi,100.72
1985,8,Baitadi,115.26
1985,9,Baitadi,98.33
1985,10,Baitadi,63.67
1985,11,Baitadi,0.0
1985,12,Baitadi,19.7
1986,1,Baitadi,3.05
1986,2,Baitadi,20.32
1986,3,Baitadi,20.93
1986,4,Baitadi,18.7
1986,5,Baitadi,21.95
1986,6,Baitadi,44.38
1986,7,Baitadi,260.07
1986,8,Baitadi,91.7
1986,9,Baitadi,78.27
1986,10,Baitadi,9.89
1986,11,Baitadi,0.24
1986,12,Baitadi,26.64
1987,1,Baitadi,7.78
1987,2,Baitadi,10.85
1987,3,Baitadi,5.98
1987,4,Baitadi,10.88
1987,5,Baitadi,48.27
1987,6,Baitadi,7.31
1987,7,Baitadi,39.71
1987,8,Baitadi,92.34
1987,9,Baitadi,19.06
1987,10,Baitadi,18.73
1987,11,Baitadi,0.0
1987,12,Baitadi,15.89
1988,1,Baitadi,50.15
1988,2,Baitadi,29.62
1988,3,Baitadi,34.62
1988,4,Baitadi,7.64
1988,5,Baitadi,14.66
1988,6,Baitadi,36.73
1988,7,Baitadi,215.82
1988,8,Baitadi,112.53
1988,9,Baitadi,12.42
1988,10,Baitadi,0.65
1988,11,Baitadi,0.0
1988,12,Baitadi,17.12
1989,1,Baitadi,29.58
1989,2,Baitadi,3.26
1989,3,Baitadi,15.93
1989,4,Baitadi,4.32
1989,5,Baitadi,15.16
1989,6,Baitadi,27.65
1989,7,Baitadi,86.11
1989,8,Baitadi,40.52
1989,9,Baitadi,22.68
1989,10,Baitadi,1.41
1989,11,Baitadi,4.6
1989,12,Baitadi,4.69
1990,1,Baitadi,2.75
1990,2,Baitadi,48.23
1990,3,Baitadi,16.53
1990,4,Baitadi,19.69
1990,5,Baitadi,21.3
1990,6,Baitadi,24.76
1990,7,Baitadi,119.09
1990,8,Baitadi,102.36
1990,9,Baitadi,51.05
1990,10,Baitadi,1.74
1990,11,Baitadi,1.54
1990,12,Baitadi,12.81
1991,1,Baitadi,3.67
1991,2,Baitadi,13.18
1991,3,Baitadi,56.23
1991,4,Baitadi,8.9
1991,5,Baitadi,17.16
1991,6,Baitadi,32.81
1991,7,Baitadi,29.07
1991,8,Baitadi,100.32
1991,9,Baitadi,20.66
1991,10,Baitadi,0.01
1991,11,Baitadi,1.54
1991,12,Baitadi,17.92
1992,1,Baitadi,4.6
1992,2,Baitadi,2.87
1992,3,Baitadi,3.74
1992,4,Baitadi,0.91
1992,5,Baitadi,13.05
1992,6,Baitadi,36.81
1992,7,Baitadi,83.15
1992,8,Baitadi,75.85
1992,9,Baitadi,34.78
1992,10,Baitadi,41.19
1992,11,Baitadi,5.24
1992,12,Baitadi,0.0
1993,1,Baitadi,12.23
1993,2,Baitadi,9.98
1993,3,Baitadi,36.96
1993,4,Baitadi,2.4
1993,5,Baitadi,12.34
1993,6,Baitadi,65.63
1993,7,Baitadi,51.12
1993,8,Baitadi,33.0
1993,9,Baitadi,46.42
1993,10,Baitadi,0.0
1993,11,Baitadi,0.02
1993,12,Baitadi,0.12
1994,1,Baitadi,13.26
1994,2,Baitadi,25.24
1994,3,Baitadi,2.28
1994,4,Baitadi,11.85
1994,5,Baitadi,8.43
1994,6,Baitadi,19.06
1994,7,Baitadi,130.37
1994,8,Baitadi,122.65
1994,9,Baitadi,19.78
1994,10,Baitadi,0.04
1994,11,Baitadi,0.0
1994,12,Baitadi,0.09
1995,1,Baitadi,26.12
1995,2,Baitadi,30.26
1995,3,Baitadi,15.24
1995,4,Baitadi,2.82
1995,5,Baitadi,0.5
1995,6,Baitadi,34.39
1995,7,Baitadi,57.1
1995,8,Baitadi,121.04
1995,9,Baitadi,39.32
1995,10,Baitadi,2.4
1995,11,Baitadi,14.68
1995,12,Baitadi,1.71
1996,1,Baitadi,24.04
1996,2,Baitadi,49.6
1996,3,Baitadi,23.27
1996,4,Baitadi,19.59
1996,5,Baitadi,7.47
1996,6,Baitadi,44.89
1996,7,Baitadi,73.78
1996,8,Baitadi,117.81
1996,9,Baitadi,86.81
1996,10,Baitadi,13.05
1996,11,Baitadi,0.0
1996,12,Baitadi,0.0
1997,1,Baitadi,6.53
1997,2,Baitadi,0.94
1997,3,Baitadi,5.48
1997,4,Baitadi,45.04
1997,5,Baitadi,11.28
1997,6,Baitadi,52.17
1997,7,Baitadi,106.41
1997,8,Baitadi,71.0
1997,9,Baitadi,17.57
1997,10,Baitadi,6.54
1997,11,Baitadi,5.62
1997,12,Baitadi,57.91
1998,1,Baitadi,2.4
1998,2,Baitadi,5.27
1998,3,Baitadi,43.55
1998,4,Baitadi,13.17
1998,5,Baitadi,32.21
1998,6,Baitadi,16.99
1998,7,Baitadi,98.3
1998,8,Baitadi,70.76
1998,9,Baitadi,27.72
1998,10,Baitadi,46.69
1998,11,Baitadi,3.03
1998,12,Baitadi,0.0
1999,1,Baitadi,11.51
1999,2,Baitadi,3.96
1999,3,Baitadi,1.99
1999,4,Baitadi,4.32
1999,5,Baitadi,12.13
1999,6,Baitadi,22.49
1999,7,Baitadi,96.67
1999,8,Baitadi,42.01
1999,9,Baitadi,31.06
1999,10,Baitadi,16.69
1999,11,Baitadi,0.0
1999,12,Baitadi,5.15
2000,1,Baitadi,9.63
2000,2,Baitadi,13.6
2000,3,Baitadi,7.32
2000,4,Baitadi,8.15
2000,5,Baitadi,74.24
2000,6,Baitadi,122.34
2000,7,Baitadi,115.38
2000,8,Baitadi,166.2
2000,9,Baitadi,29.94
2000,10,Baitadi,0.02
2000,11,Baitadi,0.63
2000,12,Baitadi,0.05
2001,1,Baitadi,2.39
2001,2,Baitadi,1.88
2001,3,Baitadi,8.02
2001,4,Baitadi,15.02
2001,5,Baitadi,35.59
2001,6,Baitadi,114.86
2001,7,Baitadi,209.46
2001,8,Baitadi,78.98
2001,9,Baitadi,20.83
2001,10,Baitadi,9.6
2001,11,Baitadi,0.98
2001,12,Baitadi,1.32
2002,1,Baitadi,24.97
2002,2,Baitadi,43.94
2002,3,Baitadi,3.53
2002,4,Baitadi,9.78
2002,5,Baitadi,15.62
2002,6,Baitadi,40.63
2002,7,Baitadi,18.04
2002,8,Baitadi,127.38
2002,9,Baitadi,77.38
2002,10,Baitadi,2.65
2002,11,Baitadi,2.54
2002,12,Baitadi,27.59
2003,1,Baitadi,20.04
2003,2,Baitadi,22.91
2003,3,Baitadi,5.59
2003,4,Baitadi,4.15
2003,5,Baitadi,5.16
2003,6,Baitadi,26.34
2003,7,Baitadi,192.04
2003,8,Baitadi,144.2
2003,9,Baitadi,124.05
2003,10,Baitadi,29.38
2003,11,Baitadi,0.81
2003,12,Baitadi,9.28
2004,1,Baitadi,27.64
2004,2,Baitadi,0.34
2004,3,Baitadi,0.1
2004,4,Baitadi,32.22
2004,5,Baitadi,76.91
2004,6,Baitadi,101.98
2004,7,Baitadi,216.4
2004,8,Baitadi,111.17
2004,9,Baitadi,63.54
2004,10,Baitadi,34.76
2004,11,Baitadi,0.34
2004,12,Baitadi,1.29
2005,1,Baitadi,40.88
2005,2,Baitadi,24.49
2005,3,Baitadi,37.75
2005,4,Baitadi,19.41
2005,5,Baitadi,36.53
2005,6,Baitadi,70.21
2005,7,Baitadi,255.92
2005,8,Baitadi,189.41
2005,9,Baitadi,146.96
2005,10,Baitadi,8.36
2005,11,Baitadi,0.01
2005,12,Baitadi,4.92
2006,1,Baitadi,2.16
2006,2,Baitadi,0.22
2006,3,Baitadi,67.98
2006,4,Baitadi,13.04
2006,5,Baitadi,66.53
2006,6,Baitadi,108.63
2006,7,Baitadi,238.99
2006,8,Baitadi,120.47
2006,9,Baitadi,50.91
2006,10,Baitadi,18.15
2006,11,Baitadi,1.05
2006,12,Baitadi,21.99
2007,1,Baitadi,0.11
2007,2,Baitadi,87.84
2007,3,Baitadi,82.55
2007,4,Baitadi,5.18
2007,5,Baitadi,81.95
2007,6,Baitadi,100.02
2007,7,Baitadi,312.88
2007,8,Baitadi,185.46
2007,9,Baitadi,104.78
2007,10,Baitadi,2.7
2007,11,Baitadi,0.0
2007,12,Baitadi,1.6
2008,1,Baitadi,2.51
2008,2,Baitadi,9.97
2008,3,Baitadi,0.58
2008,4,Baitadi,45.0
2008,5,Baitadi,34.16
2008,6,Baitadi,210.62
2008,7,Baitadi,248.59
2008,8,Baitadi,168.98
2008,9,Baitadi,128.31
2008,10,Baitadi,10.75
2008,11,Baitadi,4.39
2008,12,Baitadi,0.18
2009,1,Baitadi,0.57
2009,2,Baitadi,14.73
2009,3,Baitadi,2.63
2009,4,Baitadi,5.05
2009,5,Baitadi,36.03
2009,6,Baitadi,29.45
2009,7,Baitadi,160.0
2009,8,Baitadi,194.99
2009,9,Baitadi,129.9
2009,10,Baitadi,93.26
2009,11,Baitadi,13.84
2009,12,Baitadi,1.62
2010,1,Baitadi,8.26
2010,2,Baitadi,22.42
2010,3,Baitadi,2.27
2010,4,Baitadi,4.18
2010,5,Baitadi,16.63
2010,6,Baitadi,19.27
2010,7,Baitadi,349.16
2010,8,Baitadi,192.88
2010,9,Baitadi,270.26
2010,10,Baitadi,7.12
2010,11,Baitadi,31.64
2010,12,Baitadi,15.45
2011,1,Baitadi,20.82
2011,2,Baitadi,33.42
2011,3,Baitadi,4.25
2011,4,Baitadi,19.51
2011,5,Baitadi,56.99
2011,6,Baitadi,257.74
2011,7,Baitadi,213.78
2011,8,Baitadi,234.04
2011,9,Baitadi,147.49
2011,10,Baitadi,4.15
2011,11,Baitadi,0.0
2011,12,Baitadi,7.89
2012,1,Baitadi,37.41
2012,2,Baitadi,3.57
2012,3,Baitadi,6.36
2012,4,Baitadi,28.14
2012,5,Baitadi,10.85
2012,6,Baitadi,23.39
2012,7,Baitadi,152.45
2012,8,Baitadi,199.2
2012,9,Baitadi,166.77
2012,10,Baitadi,3.54
2012,11,Baitadi,1.52
2012,12,Baitadi,7.35
2013,1,Baitadi,80.28
2013,2,Baitadi,100.52
2013,3,Baitadi,9.85
2013,4,Baitadi,8.98
2013,5,Baitadi,11.47
2013,6,Baitadi,280.41
2013,7,Baitadi,328.36
2013,8,Baitadi,164.89
2013,9,Baitadi,56.72
2013,10,Baitadi,32.25
2013,11,Baitadi,4.54
2013,12,Baitadi,6.6
2014,1,Baitadi,33.23
2014,2,Baitadi,62.36
2014,3,Baitadi,24.27
2014,4,Baitadi,14.8
2014,5,Baitadi,46.31
2014,6,Baitadi,40.03
2014,7,Baitadi,293.95
2014,8,Baitadi,93.67
2014,9,Baitadi,64.77
2014,10,Baitadi,38.68
2014,11,Baitadi,0.0
2014,12,Baitadi,40.24
2015,1,Baitadi,66.07
2015,2,Baitadi,31.18
2015,3,Baitadi,151.04
2015,4,Baitadi,56.99
2015,5,Baitadi,19.4
2015,6,Baitadi,152.49
2015,7,Baitadi,146.1
2015,8,Baitadi,91.81
2015,9,Baitadi,17.72
2015,10,Baitadi,16.36
2015,11,Baitadi,2.01
2015,12,Baitadi,1.83
2016,1,Baitadi,6.41
2016,2,Baitadi,21.44
2016,3,Baitadi,35.93
2016,4,Baitadi,7.4
2016,5,Baitadi,65.88
2016,6,Baitadi,71.34
2016,7,Baitadi,221.25
2016,8,Baitadi,121.6
2016,9,Baitadi,59.03
2016,10,Baitadi,4.51
2016,11,Baitadi,0.0
2016,12,Baitadi,0.65
2017,1,Baitadi,19.45
2017,2,Baitadi,6.42
2017,3,Baitadi,30.93
2017,4,Baitadi,63.23
2017,5,Baitadi,62.34
2017,6,Baitadi,70.4
2017,7,Baitadi,278.9
2017,8,Baitadi,131.79
2017,9,Baitadi,91.35
2017,10,Baitadi,0.56
2017,11,Baitadi,0.52
2017,12,Baitadi,6.57
2018,1,Baitadi,0.25
2018,2,Baitadi,0.29
2018,3,Baitadi,0.66
2018,4,Baitadi,2.11
2018,5,Baitadi,1.39
2018,6,Baitadi,2.08
2018,7,Baitadi,7.08
2018,8,Baitadi,6.9
2018,9,Baitadi,2.71
2018,10,Baitadi,0.08
2018,11,Baitadi,0.45
2018,12,Baitadi,0.09
2019,1,Baitadi,1.3
2019,2,Baitadi,4.0
2019,3,Baitadi,0.69
2019,4,Baitadi,1.49
2019,5,Baitadi,0.71
2019,6,Baitadi,2.63
2019,7,Baitadi,4.79
2019,8,Baitadi,3.92
2019,9,Baitadi,4.31
2019,10,Baitadi,0.15
2019,11,Baitadi,1.06
2019,12,Baitadi,2.13
1981,1,Bajang,58.62
1981,2,Bajang,8.38
1981,3,Bajang,42.0
1981,4,Bajang,26.65
1981,5,Bajang,86.38
1981,6,Bajang,77.05
1981,7,Bajang,195.63
1981,8,Bajang,121.26
1981,9,Bajang,57.44
1981,10,Bajang,2.51
1981,11,Bajang,26.9
1981,12,Bajang,7.64
1982,1,Bajang,45.45
1982,2,Bajang,23.82
1982,3,Bajang,26.25
1982,4,Bajang,9.87
1982,5,Bajang,19.06
1982,6,Bajang,22.2
1982,7,Bajang,44.05
1982,8,Bajang,139.27
1982,9,Bajang,36.3
1982,10,Bajang,2.09
1982,11,Bajang,1.66
1982,12,Bajang,9.92
1983,1,Bajang,5.26
1983,2,Bajang,4.87
1983,3,Bajang,23.23
1983,4,Bajang,56.68
1983,5,Bajang,5.61
1983,6,Bajang,69.88
1983,7,Bajang,44.34
1983,8,Bajang,79.02
1983,9,Bajang,183.75
1983,10,Bajang,50.56
1983,11,Bajang,0.0
1983,12,Bajang,10.92
1984,1,Bajang,4.51
1984,2,Bajang,44.68
1984,3,Bajang,7.8
1984,4,Bajang,11.49
1984,5,Bajang,9.12
1984,6,Bajang,80.73
1984,7,Bajang,59.77
1984,8,Bajang,80.21
1984,9,Bajang,35.05
1984,10,Bajang,7.16
1984,11,Bajang,0.29
1984,12,Bajang,11.73
1985,1,Bajang,63.17
1985,2,Bajang,0.98
1985,3,Bajang,1.72
1985,4,Bajang,18.67
1985,5,Bajang,31.57
1985,6,Bajang,56.47
1985,7,Bajang,77.3
1985,8,Bajang,93.01
1985,9,Bajang,73.33
1985,10,Bajang,51.21
1985,11,Bajang,0.0
1985,12,Bajang,18.82
1986,1,Bajang,1.76
1986,2,Bajang,15.28
1986,3,Bajang,20.39
1986,4,Bajang,18.47
1986,5,Bajang,22.3
1986,6,Bajang,42.3
1986,7,Bajang,225.96
1986,8,Bajang,83.53
1986,9,Bajang,70.27
1986,10,Bajang,10.8
1986,11,Bajang,0.21
1986,12,Bajang,25.5
1987,1,Bajang,4.95
1987,2,Bajang,10.33
1987,3,Bajang,5.42
1987,4,Bajang,12.44
1987,5,Bajang,49.84
1987,6,Bajang,7.91
1987,7,Bajang,34.89
1987,8,Bajang,80.57
1987,9,Bajang,13.99
1987,10,Bajang,19.51
1987,11,Bajang,0.0
1987,12,Bajang,16.85
1988,1,Bajang,53.13
1988,2,Bajang,24.1
1988,3,Bajang,33.32
1988,4,Bajang,8.23
1988,5,Bajang,15.5
1988,6,Bajang,33.75
1988,7,Bajang,189.91
1988,8,Bajang,89.68
1988,9,Bajang,8.61
1988,10,Bajang,0.83
1988,11,Bajang,0.0
1988,12,Bajang,14.8
1989,1,Bajang,27.55
1989,2,Bajang,3.43
1989,3,Bajang,13.56
1989,4,Bajang,3.97
1989,5,Bajang,14.35
1989,6,Bajang,26.83
1989,7,Bajang,76.6
1989,8,Bajang,33.24
1989,9,Bajang,19.22
1989,10,Bajang,1.74
1989,11,Bajang,3.22
1989,12,Bajang,3.28
1990,1,Bajang,2.85
1990,2,Bajang,39.04
1990,3,Bajang,14.64
1990,4,Bajang,19.22
1990,5,Bajang,21.61
1990,6,Bajang,22.45
1990,7,Bajang,95.29
1990,8,Bajang,81.6
1990,9,Bajang,36.96
1990,10,Bajang,1.72
1990,11,Bajang,0.72
1990,12,Bajang,11.91
1991,1,Bajang,2.46
1991,2,Bajang,9.25
1991,3,Bajang,59.26
1991,4,Bajang,8.14
1991,5,Bajang,17.16
1991,6,Bajang,21.1
1991,7,Bajang,27.56
1991,8,Bajang,63.24
1991,9,Bajang,18.39
1991,10,Bajang,0.05
1991,11,Bajang,1.13
1991,12,Bajang,18.46
1992,1,Bajang,3.4
1992,2,Bajang,1.99
1992,3,Bajang,5.9
1992,4,Bajang,0.97
1992,5,Bajang,13.15
1992,6,Bajang,37.88
1992,7,Bajang,69.62
1992,8,Bajang,65.95
1992,9,Bajang,31.61
1992,10,Bajang,38.92
1992,11,Bajang,4.7
1992,12,Bajang,0.0
1993,1,Bajang,9.47
1993,2,Bajang,5.71
1993,3,Bajang,33.05
1993,4,Bajang,2.59
1993,5,Bajang,12.52
1993,6,Bajang,44.6
1993,7,Bajang,27.25
1993,8,Bajang,23.92
1993,9,Bajang,31.16
1993,10,Bajang,0.02
1993,11,Bajang,0.0
1993,12,Bajang,0.13
1994,1,Bajang,10.6
1994,2,Bajang,17.29
1994,3,Bajang,2.44
1994,4,Bajang,8.12
1994,5,Bajang,9.04
1994,6,Bajang,12.27
1994,7,Bajang,88.85
1994,8,Bajang,69.85
1994,9,Bajang,19.36
1994,10,Bajang,0.12
1994,11,Bajang,0.0
1994,12,Bajang,0.01
1995,1,Bajang,19.75
1995,2,Bajang,28.89
1995,3,Bajang,12.57
1995,4,Bajang,3.39
1995,5,Bajang,0.96
1995,6,Bajang,26.38
1995,7,Bajang,45.7
1995,8,Bajang,77.92
1995,9,Bajang,20.41
1995,10,Bajang,2.51
1995,11,Bajang,19.05
1995,12,Bajang,1.29
1996,1,Bajang,19.72
1996,2,Bajang,39.45
1996,3,Bajang,23.25
1996,4,Bajang,16.27
1996,5,Bajang,5.01
1996,6,Bajang,26.2
1996,7,Bajang,44.42
1996,8,Bajang,71.33
1996,9,Bajang,40.62
1996,10,Bajang,11.53
1996,11,Bajang,0.0
1996,12,Bajang,0.0
1997,1,Bajang,5.58
1997,2,Bajang,0.16
1997,3,Bajang,2.63
1997,4,Bajang,37.48
1997,5,Bajang,6.38
1997,6,Bajang,26.69
1997,7,Bajang,76.3
1997,8,Bajang,48.34
1997,9,Bajang,15.31
1997,10,Bajang,3.07
1997,11,Bajang,2.64
1997,12,Bajang,54.34
1998,1,Bajang,2.5
1998,2,Bajang,4.66
1998,3,Bajang,43.61
1998,4,Bajang,11.59
1998,5,Bajang,24.31
1998,6,Bajang,13.57
1998,7,Bajang,52.48
1998,8,Bajang,40.59
1998,9,Bajang,17.85
1998,10,Bajang,25.31
1998,11,Bajang,2.08
1998,12,Bajang,0.0
1999,1,Bajang,8.42
1999,2,Bajang,3.51
1999,3,Bajang,2.16
1999,4,Bajang,4.19
1999,5,Bajang,14.95
1999,6,Bajang,17.85
1999,7,Bajang,61.03
1999,8,Bajang,32.63
1999,9,Bajang,18.46
1999,10,Bajang,14.35
1999,11,Bajang,0.0
1999,12,Bajang,3.65
2000,1,Bajang,6.92
2000,2,Bajang,13.57
2000,3,Bajang,5.05
2000,4,Bajang,3.28
2000,5,Bajang,65.14
2000,6,Bajang,99.67
2000,7,Bajang,77.28
2000,8,Bajang,128.48
2000,9,Bajang,27.02
2000,10,Bajang,0.0
2000,11,Bajang,0.59
2000,12,Bajang,0.03
2001,1,Bajang,0.59
2001,2,Bajang,0.49
2001,3,Bajang,6.22
2001,4,Bajang,7.99
2001,5,Bajang,28.08
2001,6,Bajang,90.81
2001,7,Bajang,137.55
2001,8,Bajang,68.65
2001,9,Bajang,22.77
2001,10,Bajang,10.7
2001,11,Bajang,1.19
2001,12,Bajang,0.41
2002,1,Bajang,16.81
2002,2,Bajang,33.84
2002,3,Bajang,1.69
2002,4,Bajang,3.28
2002,5,Bajang,11.27
2002,6,Bajang,34.42
2002,7,Bajang,17.56
2002,8,Bajang,74.61
2002,9,Bajang,42.68
2002,10,Bajang,1.9
2002,11,Bajang,3.18
2002,12,Bajang,24.71
2003,1,Bajang,16.27
2003,2,Bajang,22.54
2003,3,Bajang,2.75
2003,4,Bajang,2.09
2003,5,Bajang,4.12
2003,6,Bajang,19.62
2003,7,Bajang,139.92
2003,8,Bajang,87.03
2003,9,Bajang,69.95
2003,10,Bajang,24.98
2003,11,Bajang,0.27
2003,12,Bajang,4.46
2004,1,Bajang,22.02
2004,2,Bajang,0.31
2004,3,Bajang,0.27
2004,4,Bajang,22.86
2004,5,Bajang,88.43
2004,6,Bajang,73.44
2004,7,Bajang,183.08
2004,8,Bajang,78.81
2004,9,Bajang,61.7
2004,10,Bajang,28.97
2004,11,Bajang,0.9
2004,12,Bajang,1.05
2005,1,Bajang,42.97
2005,2,Bajang,17.29
2005,3,Bajang,32.51
2005,4,Bajang,16.62
2005,5,Bajang,42.82
2005,6,Bajang,58.48
2005,7,Bajang,209.72
2005,8,Bajang,186.05
2005,9,Bajang,88.22
2005,10,Bajang,20.67
2005,11,Bajang,0.01
2005,12,Bajang,5.47
2006,1,Bajang,0.97
2006,2,Bajang,0.1
2006,3,Bajang,66.37
2006,4,Bajang,14.33
2006,5,Bajang,65.81
2006,6,Bajang,112.21
2006,7,Bajang,193.66
2006,8,Bajang,107.7
2006,9,Bajang,39.24
2006,10,Bajang,18.11
2006,11,Bajang,0.84
2006,12,Bajang,23.41
2007,1,Bajang,0.03
2007,2,Bajang,92.89
2007,3,Bajang,90.39
2007,4,Bajang,5.71
2007,5,Bajang,86.51
2007,6,Bajang,88.99
2007,7,Bajang,255.09
2007,8,Bajang,161.32
2007,9,Bajang,87.58
2007,10,Bajang,4.22
2007,11,Bajang,0.0
2007,12,Bajang,1.03
2008,1,Bajang,1.81
2008,2,Bajang,10.2
2008,3,Bajang,0.31
2008,4,Bajang,48.03
2008,5,Bajang,36.57
2008,6,Bajang,198.03
2008,7,Bajang,199.04
2008,8,Bajang,137.37
2008,9,Bajang,99.76
2008,10,Bajang,6.92
2008,11,Bajang,4.25
2008,12,Bajang,0.53
2009,1,Bajang,0.23
2009,2,Bajang,14.08
2009,3,Bajang,3.0
2009,4,Bajang,1.8
2009,5,Bajang,38.07
2009,6,Bajang,18.35
2009,7,Bajang,127.22
2009,8,Bajang,160.33
2009,9,Bajang,104.94
2009,10,Bajang,88.33
2009,11,Bajang,12.19
2009,12,Bajang,2.23
2010,1,Bajang,7.15
2010,2,Bajang,18.63
2010,3,Bajang,1.82
2010,4,Bajang,3.41
2010,5,Bajang,19.16
2010,6,Bajang,19.53
2010,7,Bajang,263.36
2010,8,Bajang,141.16
2010,9,Bajang,204.56
2010,10,Bajang,7.27
2010,11,Bajang,36.2
2010,12,Bajang,13.74
2011,1,Bajang,24.91
2011,2,Bajang,27.85
2011,3,Bajang,4.36
2011,4,Bajang,16.26
2011,5,Bajang,52.04
2011,6,Bajang,220.25
2011,7,Bajang,172.65
2011,8,Bajang,191.51
2011,9,Bajang,113.09
2011,10,Bajang,2.2
2011,11,Bajang,0.0
2011,12,Bajang,6.83
2012,1,Bajang,37.56
2012,2,Bajang,5.43
2012,3,Bajang,6.4
2012,4,Bajang,29.89
2012,5,Bajang,10.97
2012,6,Bajang,21.05
2012,7,Bajang,133.25
2012,8,Bajang,165.16
2012,9,Bajang,129.18
2012,10,Bajang,3.0
2012,11,Bajang,2.01
2012,12,Bajang,4.7
2013,1,Bajang,77.71
2013,2,Bajang,88.32
2013,3,Bajang,9.73
2013,4,Bajang,9.37
2013,5,Bajang,19.48
2013,6,Bajang,229.65
2013,7,Bajang,267.44
2013,8,Bajang,132.69
2013,9,Bajang,56.55
2013,10,Bajang,40.62
2013,11,Bajang,5.73
2013,12,Bajang,6.57
2014,1,Bajang,26.22
2014,2,Bajang,47.36
2014,3,Bajang,19.23
2014,4,Bajang,13.51
2014,5,Bajang,41.85
2014,6,Bajang,31.3
2014,7,Bajang,215.31
2014,8,Bajang,92.56
2014,9,Bajang,67.86
2014,10,Bajang,42.99
2014,11,Bajang,0.0
2014,12,Bajang,40.7
2015,1,Bajang,60.4
2015,2,Bajang,34.24
2015,3,Bajang,141.73
2015,4,Bajang,62.6
2015,5,Bajang,20.04
2015,6,Bajang,122.72
2015,7,Bajang,124.35
