,YEAR,MONTH,DISTRICT,PRECTOT
11415,1996,4,Jumla,18.3
11416,1996,5,Jumla,9.16
11417,1996,6,Jumla,47.22
11418,1996,7,Jumla,77.99
11419,1996,8,Jumla,101.66
11420,1996,9,Jumla,58.54
11421,1996,10,Jumla,19.5
11422,1996,11,Jumla,0.0
11423,1996,12,Jumla,0.0
11424,1997,1,Jumla,6.78
11425,1997,2,Jumla,0.08
11426,1997,3,Jumla,1.97
11427,1997,4,Jumla,28.96
11428,1997,5,Jumla,5.86
11429,1997,6,Jumla,46.67
11430,1997,7,Jumla,97.25
11431,1997,8,Jumla,53.22
11432,1997,9,Jumla,24.7
11433,1997,10,Jumla,3.87
11434,1997,11,Jumla,3.49
11435,1997,12,Jumla,55.4
11436,1998,1,Jumla,4.11
11437,1998,2,Jumla,5.02
11438,1998,3,Jumla,55.89
11439,1998,4,Jumla,6.42
11440,1998,5,Jumla,16.91
11441,1998,6,Jumla,23.0
11442,1998,7,Jumla,90.22
11443,1998,8,Jumla,79.68
11444,1998,9,Jumla,31.84
11445,1998,10,Jumla,32.87
11446,1998,11,Jumla,2.15
11447,1998,12,Jumla,0.0
11448,1999,1,Jumla,12.45
11449,1999,2,Jumla,2.16
11450,1999,3,Jumla,1.72
11451,1999,4,Jumla,2.51
11452,1999,5,Jumla,21.94
11453,1999,6,Jumla,34.58
11454,1999,7,Jumla,86.96
11455,1999,8,Jumla,45.85
11456,1999,9,Jumla,30.38
11457,1999,10,Jumla,23.2
11458,1999,11,Jumla,0.0
11459,1999,12,Jumla,3.51
11460,2000,1,Jumla,9.39
11461,2000,2,Jumla,13.33
11462,2000,3,Jumla,3.46
11463,2000,4,Jumla,2.4
11464,2000,5,Jumla,75.66
11465,2000,6,Jumla,151.91
11466,2000,7,Jumla,107.08
11467,2000,8,Jumla,220.34
11468,2000,9,Jumla,48.76
11469,2000,10,Jumla,0.01
11470,2000,11,Jumla,0.71
11471,2000,12,Jumla,0.06
11472,2001,1,Jumla,0.22
11473,2001,2,Jumla,0.68
11474,2001,3,Jumla,5.28
11475,2001,4,Jumla,5.73
11476,2001,5,Jumla,34.04
11477,2001,6,Jumla,132.72
11478,2001,7,Jumla,172.18
11479,2001,8,Jumla,114.56
11480,2001,9,Jumla,46.44
11481,2001,10,Jumla,16.46
11482,2001,11,Jumla,1.98
11483,2001,12,Jumla,0.12
11484,2002,1,Jumla,17.58
11485,2002,2,Jumla,36.16
11486,2002,3,Jumla,1.12
11487,2002,4,Jumla,1.6
11488,2002,5,Jumla,17.22
11489,2002,6,Jumla,54.88
11490,2002,7,Jumla,37.32
11491,2002,8,Jumla,91.26
11492,2002,9,Jumla,61.7
11493,2002,10,Jumla,2.84
11494,2002,11,Jumla,3.64
11495,2002,12,Jumla,32.51
11496,2003,1,Jumla,19.6
11497,2003,2,Jumla,26.0
11498,2003,3,Jumla,1.78
11499,2003,4,Jumla,2.35
11500,2003,5,Jumla,4.42
11501,2003,6,Jumla,32.31
11502,2003,7,Jumla,196.8
11503,2003,8,Jumla,118.62
11504,2003,9,Jumla,89.78
11505,2003,10,Jumla,27.96
11506,2003,11,Jumla,0.1
11507,2003,12,Jumla,3.78
11508,2004,1,Jumla,28.05
11509,2004,2,Jumla,0.04
11510,2004,3,Jumla,0.48
11511,2004,4,Jumla,28.55
11512,2004,5,Jumla,106.84
11513,2004,6,Jumla,117.58
11514,2004,7,Jumla,275.26
11515,2004,8,Jumla,111.98
11516,2004,9,Jumla,84.03
11517,2004,10,Jumla,34.94
11518,2004,11,Jumla,1.44
11519,2004,12,Jumla,0.86
11520,2005,1,Jumla,54.32
11521,2005,2,Jumla,16.39
11522,2005,3,Jumla,31.58
11523,2005,4,Jumla,17.89
11524,2005,5,Jumla,52.44
11525,2005,6,Jumla,89.57
11526,2005,7,Jumla,309.84
11527,2005,8,Jumla,272.42
11528,2005,9,Jumla,115.56
11529,2005,10,Jumla,40.2
11530,2005,11,Jumla,0.0
11531,2005,12,Jumla,6.46
11532,2006,1,Jumla,0.3
11533,2006,2,Jumla,0.02
11534,2006,3,Jumla,69.92
11535,2006,4,Jumla,16.31
11536,2006,5,Jumla,83.28
11537,2006,6,Jumla,190.18
11538,2006,7,Jumla,278.36
11539,2006,8,Jumla,157.72
11540,2006,9,Jumla,60.74
11541,2006,10,Jumla,21.95
11542,2006,11,Jumla,0.96
11543,2006,12,Jumla,24.22
11544,2007,1,Jumla,0.03
11545,2007,2,Jumla,121.03
11546,2007,3,Jumla,97.16
11547,2007,4,Jumla,7.66
11548,2007,5,Jumla,103.78
11549,2007,6,Jumla,141.7
11550,2007,7,Jumla,371.4
11551,2007,8,Jumla,241.89
11552,2007,9,Jumla,131.66
11553,2007,10,Jumla,6.65
11554,2007,11,Jumla,0.02
11555,2007,12,Jumla,0.9
11556,2008,1,Jumla,1.16
11557,2008,2,Jumla,11.75
11558,2008,3,Jumla,0.27
11559,2008,4,Jumla,45.04
11560,2008,5,Jumla,52.42
11561,2008,6,Jumla,326.86
11562,2008,7,Jumla,320.0
11563,2008,8,Jumla,217.94
11564,2008,9,Jumla,143.35
11565,2008,10,Jumla,7.8
11566,2008,11,Jumla,3.89
11567,2008,12,Jumla,0.91
11568,2009,1,Jumla,0.11
11569,2009,2,Jumla,15.9
11570,2009,3,Jumla,3.4
11571,2009,4,Jumla,0.94
11572,2009,5,Jumla,55.78
11573,2009,6,Jumla,33.25
11574,2009,7,Jumla,193.06
11575,2009,8,Jumla,258.23
11576,2009,9,Jumla,146.94
11577,2009,10,Jumla,114.98
11578,2009,11,Jumla,13.2
11579,2009,12,Jumla,3.83
11580,2010,1,Jumla,6.76
11581,2010,2,Jumla,22.25
11582,2010,3,Jumla,1.82
11583,2010,4,Jumla,3.76
11584,2010,5,Jumla,29.98
11585,2010,6,Jumla,41.55
11586,2010,7,Jumla,358.91
11587,2010,8,Jumla,207.22
11588,2010,9,Jumla,289.21
11589,2010,10,Jumla,10.78
11590,2010,11,Jumla,40.13
11591,2010,12,Jumla,17.52
11592,2011,1,Jumla,27.48
11593,2011,2,Jumla,31.14
11594,2011,3,Jumla,5.77
11595,2011,4,Jumla,17.02
11596,2011,5,Jumla,68.94
11597,2011,6,Jumla,330.24
11598,2011,7,Jumla,275.95
11599,2011,8,Jumla,306.8
11600,2011,9,Jumla,158.58
11601,2011,10,Jumla,1.64
11602,2011,11,Jumla,0.0
11603,2011,12,Jumla,9.26
11604,2012,1,Jumla,50.64
11605,2012,2,Jumla,9.2
11606,2012,3,Jumla,8.35
11607,2012,4,Jumla,31.34
11608,2012,5,Jumla,11.15
11609,2012,6,Jumla,33.14
11610,2012,7,Jumla,226.94
11611,2012,8,Jumla,256.27
11612,2012,9,Jumla,207.71
11613,2012,10,Jumla,5.14
11614,2012,11,Jumla,1.95
11615,2012,12,Jumla,3.24
11616,2013,1,Jumla,84.56
11617,2013,2,Jumla,93.48
11618,2013,3,Jumla,8.43
11619,2013,4,Jumla,9.39
11620,2013,5,Jumla,28.74
11621,2013,6,Jumla,355.19
11622,2013,7,Jumla,391.73
11623,2013,8,Jumla,208.56
11624,2013,9,Jumla,100.88
11625,2013,10,Jumla,63.74
11626,2013,11,Jumla,6.12
11627,2013,12,Jumla,7.49
11628,2014,1,Jumla,26.1
11629,2014,2,Jumla,48.1
11630,2014,3,Jumla,14.42
11631,2014,4,Jumla,13.06
11632,2014,5,Jumla,47.44
11633,2014,6,Jumla,57.78
11634,2014,7,Jumla,310.32
11635,2014,8,Jumla,175.54
11636,2014,9,Jumla,112.82
11637,2014,10,Jumla,47.94
11638,2014,11,Jumla,0.0
11639,2014,12,Jumla,39.02
11640,2015,1,Jumla,60.68
11641,2015,2,Jumla,34.02
11642,2015,3,Jumla,140.49
11643,2015,4,Jumla,62.72
11644,2015,5,Jumla,26.14
11645,2015,6,Jumla,183.4
11646,2015,7,Jumla,187.67
11647,2015,8,Jumla,150.49
11648,2015,9,Jumla,22.45
11649,2015,10,Jumla,20.58
11650,2015,11,Jumla,2.07
11651,2015,12,Jumla,0.26
11652,2016,1,Jumla,13.46
11653,2016,2,Jumla,23.07
11654,2016,3,Jumla,32.43
11655,2016,4,Jumla,7.09
11656,2016,5,Jumla,71.4
11657,2016,6,Jumla,95.69
11658,2016,7,Jumla,309.35
11659,2016,8,Jumla,153.66
11660,2016,9,Jumla,72.94
11661,2016,10,Jumla,18.79
11662,2016,11,Jumla,0.0
11663,2016,12,Jumla,0.08
11664,2017,1,Jumla,22.48
11665,2017,2,Jumla,2.0
11666,2017,3,Jumla,45.07
11667,2017,4,Jumla,45.11
11668,2017,5,Jumla,59.02
11669,2017,6,Jumla,81.86
11670,2017,7,Jumla,320.11
11671,2017,8,Jumla,207.0
11672,2017,9,Jumla,89.12
11673,2017,10,Jumla,3.05
11674,2017,11,Jumla,1.04
11675,2017,12,Jumla,3.78
11676,2018,1,Jumla,0.13
11677,2018,2,Jumla,0.38
11678,2018,3,Jumla,0.69
11679,2018,4,Jumla,2.58
11680,2018,5,Jumla,2.54
11681,2018,6,Jumla,2.26
11682,2018,7,Jumla,12.09
11683,2018,8,Jumla,9.37
11684,2018,9,Jumla,2.34
11685,2018,10,Jumla,0.04
11686,2018,11,Jumla,0.24
11687,2018,12,Jumla,0.04
11688,2019,1,Jumla,1.14
11689,2019,2,Jumla,4.57
11690,2019,3,Jumla,0.65
11691,2019,4,Jumla,1.72
11692,2019,5,Jumla,0.82
11693,2019,6,Jumla,3.78
11694,2019,7,Jumla,7.78
11695,2019,8,Jumla,4.49
11696,2019,9,Jumla,6.01
11697,2019,10,Jumla,0.24
11698,2019,11,Jumla,0.6
11699,2019,12,Jumla,1.94
11700,1981,1,Kabhre,21.95
11701,1981,2,Kabhre,1.09
11702,1981,3,Kabhre,26.61
11703,1981,4,Kabhre,55.5
11704,1981,5,Kabhre,122.58
11705,1981,6,Kabhre,184.35
11706,1981,7,Kabhre,281.35
11707,1981,8,Kabhre,200.4
11708,1981,9,Kabhre,73.43
11709,1981,10,Kabhre,2.04
11710,1981,11,Kabhre,17.25
11711,1981,12,Kabhre,2.92
11712,1982,1,Kabhre,73.55
11713,1982,2,Kabhre,10.85
11714,1982,3,Kabhre,18.97
11715,1982,4,Kabhre,20.93
11716,1982,5,Kabhre,32.13
11717,1982,6,Kabhre,60.53
11718,1982,7,Kabhre,183.83
11719,1982,8,Kabhre,158.86
11720,1982,9,Kabhre,102.47
11721,1982,10,Kabhre,4.52
11722,1982,11,Kabhre,5.62
11723,1982,12,Kabhre,3.89
11724,1983,1,Kabhre,0.14
11725,1983,2,Kabhre,0.09
11726,1983,3,Kabhre,7.87
11727,1983,4,Kabhre,9.51
11728,1983,5,Kabhre,45.01
11729,1983,6,Kabhre,84.63
11730,1983,7,Kabhre,139.0
11731,1983,8,Kabhre,78.89
11732,1983,9,Kabhre,52.68
11733,1983,10,Kabhre,42.02
11734,1983,11,Kabhre,0.0
11735,1983,12,Kabhre,5.18
11736,1984,1,Kabhre,5.3
11737,1984,2,Kabhre,13.68
11738,1984,3,Kabhre,5.74
11739,1984,4,Kabhre,14.73
11740,1984,5,Kabhre,37.07
11741,1984,6,Kabhre,141.8
11742,1984,7,Kabhre,181.79
11743,1984,8,Kabhre,205.98
11744,1984,9,Kabhre,140.3
11745,1984,10,Kabhre,13.38
11746,1984,11,Kabhre,0.0
11747,1984,12,Kabhre,1.73
11748,1985,1,Kabhre,14.99
11749,1985,2,Kabhre,0.94
11750,1985,3,Kabhre,1.46
11751,1985,4,Kabhre,1.57
11752,1985,5,Kabhre,32.34
11753,1985,6,Kabhre,41.47
11754,1985,7,Kabhre,265.21
11755,1985,8,Kabhre,153.2
11756,1985,9,Kabhre,150.0
11757,1985,10,Kabhre,69.03
11758,1985,11,Kabhre,0.0
11759,1985,12,Kabhre,5.34
11760,1986,1,Kabhre,0.29
11761,1986,2,Kabhre,12.49
11762,1986,3,Kabhre,3.04
11763,1986,4,Kabhre,13.96
11764,1986,5,Kabhre,33.99
11765,1986,6,Kabhre,135.59
11766,1986,7,Kabhre,213.56
11767,1986,8,Kabhre,98.92
11768,1986,9,Kabhre,41.56
11769,1986,10,Kabhre,33.85
11770,1986,11,Kabhre,0.37
11771,1986,12,Kabhre,30.48
11772,1987,1,Kabhre,3.28
11773,1987,2,Kabhre,3.62
11774,1987,3,Kabhre,13.54
11775,1987,4,Kabhre,12.33
11776,1987,5,Kabhre,9.89
11777,1987,6,Kabhre,35.28
11778,1987,7,Kabhre,187.64
11779,1987,8,Kabhre,220.17
11780,1987,9,Kabhre,140.87
11781,1987,10,Kabhre,82.84
11782,1987,11,Kabhre,0.1
11783,1987,12,Kabhre,1.58
11784,1988,1,Kabhre,0.79
11785,1988,2,Kabhre,2.2
11786,1988,3,Kabhre,36.43
11787,1988,4,Kabhre,28.26
11788,1988,5,Kabhre,73.04
11789,1988,6,Kabhre,93.09
11790,1988,7,Kabhre,279.19
11791,1988,8,Kabhre,171.85
11792,1988,9,Kabhre,48.35
11793,1988,10,Kabhre,11.94
11794,1988,11,Kabhre,0.01
11795,1988,12,Kabhre,22.83
11796,1989,1,Kabhre,21.5
11797,1989,2,Kabhre,9.51
11798,1989,3,Kabhre,7.39
11799,1989,4,Kabhre,2.51
11800,1989,5,Kabhre,58.2
11801,1989,6,Kabhre,62.47
11802,1989,7,Kabhre,160.68
11803,1989,8,Kabhre,104.46
11804,1989,9,Kabhre,68.81
11805,1989,10,Kabhre,9.49
11806,1989,11,Kabhre,1.77
11807,1989,12,Kabhre,2.1
11808,1990,1,Kabhre,0.0
11809,1990,2,Kabhre,18.35
11810,1990,3,Kabhre,11.3
11811,1990,4,Kabhre,5.53
11812,1990,5,Kabhre,12.56
11813,1990,6,Kabhre,80.75
11814,1990,7,Kabhre,285.21
11815,1990,8,Kabhre,138.73
11816,1990,9,Kabhre,106.88
11817,1990,10,Kabhre,21.64
11818,1990,11,Kabhre,0.0
11819,1990,12,Kabhre,0.12
11820,1991,1,Kabhre,4.12
11821,1991,2,Kabhre,0.2
11822,1991,3,Kabhre,6.94
11823,1991,4,Kabhre,2.36
11824,1991,5,Kabhre,23.41
11825,1991,6,Kabhre,37.92
11826,1991,7,Kabhre,133.05
11827,1991,8,Kabhre,112.14
11828,1991,9,Kabhre,81.35
11829,1991,10,Kabhre,2.29
11830,1991,11,Kabhre,0.13
11831,1991,12,Kabhre,18.31
11832,1992,1,Kabhre,0.91
11833,1992,2,Kabhre,3.31
11834,1992,3,Kabhre,0.42
11835,1992,4,Kabhre,1.74
11836,1992,5,Kabhre,20.59
11837,1992,6,Kabhre,46.3
11838,1992,7,Kabhre,120.75
11839,1992,8,Kabhre,111.92
11840,1992,9,Kabhre,77.74
11841,1992,10,Kabhre,38.52
11842,1992,11,Kabhre,6.88
11843,1992,12,Kabhre,5.7
11844,1993,1,Kabhre,6.85
11845,1993,2,Kabhre,1.72
11846,1993,3,Kabhre,29.39
11847,1993,4,Kabhre,21.51
11848,1993,5,Kabhre,56.8
11849,1993,6,Kabhre,78.65
11850,1993,7,Kabhre,141.0
11851,1993,8,Kabhre,70.45
11852,1993,9,Kabhre,81.45
11853,1993,10,Kabhre,5.35
11854,1993,11,Kabhre,2.62
11855,1993,12,Kabhre,0.0
11856,1994,1,Kabhre,14.71
11857,1994,2,Kabhre,2.07
11858,1994,3,Kabhre,3.53
11859,1994,4,Kabhre,1.97
11860,1994,5,Kabhre,22.66
11861,1994,6,Kabhre,87.12
11862,1994,7,Kabhre,89.53
11863,1994,8,Kabhre,64.03
11864,1994,9,Kabhre,84.64
11865,1994,10,Kabhre,2.37
11866,1994,11,Kabhre,1.29
11867,1994,12,Kabhre,0.03
11868,1995,1,Kabhre,3.53
11869,1995,2,Kabhre,7.05
11870,1995,3,Kabhre,6.29
11871,1995,4,Kabhre,1.19
11872,1995,5,Kabhre,11.39
11873,1995,6,Kabhre,117.48
11874,1995,7,Kabhre,146.82
11875,1995,8,Kabhre,166.0
11876,1995,9,Kabhre,36.09
11877,1995,10,Kabhre,12.44
11878,1995,11,Kabhre,26.57
11879,1995,12,Kabhre,12.03
11880,1996,1,Kabhre,25.24
11881,1996,2,Kabhre,10.78
11882,1996,3,Kabhre,0.27
11883,1996,4,Kabhre,21.97
11884,1996,5,Kabhre,13.39
11885,1996,6,Kabhre,93.59
11886,1996,7,Kabhre,125.0
11887,1996,8,Kabhre,164.89
11888,1996,9,Kabhre,65.32
11889,1996,10,Kabhre,22.2
11890,1996,11,Kabhre,0.29
11891,1996,12,Kabhre,0.0
11892,1997,1,Kabhre,5.52
11893,1997,2,Kabhre,0.1
11894,1997,3,Kabhre,1.29
11895,1997,4,Kabhre,26.42
11896,1997,5,Kabhre,18.15
11897,1997,6,Kabhre,66.84
11898,1997,7,Kabhre,164.57
11899,1997,8,Kabhre,101.6
11900,1997,9,Kabhre,29.11
11901,1997,10,Kabhre,3.94
11902,1997,11,Kabhre,1.94
11903,1997,12,Kabhre,15.93
11904,1998,1,Kabhre,0.36
11905,1998,2,Kabhre,3.62
11906,1998,3,Kabhre,7.27
11907,1998,4,Kabhre,10.58
11908,1998,5,Kabhre,37.54
11909,1998,6,Kabhre,54.29
11910,1998,7,Kabhre,139.77
11911,1998,8,Kabhre,167.08
11912,1998,9,Kabhre,85.09
11913,1998,10,Kabhre,23.45
11914,1998,11,Kabhre,1.4
11915,1998,12,Kabhre,0.0
11916,1999,1,Kabhre,1.57
11917,1999,2,Kabhre,1.03
11918,1999,3,Kabhre,0.02
11919,1999,4,Kabhre,2.34
11920,1999,5,Kabhre,42.81
11921,1999,6,Kabhre,68.1
11922,1999,7,Kabhre,91.01
11923,1999,8,Kabhre,106.51
11924,1999,9,Kabhre,57.78
11925,1999,10,Kabhre,43.81
11926,1999,11,Kabhre,0.0
11927,1999,12,Kabhre,0.0
11928,2000,1,Kabhre,0.73
11929,2000,2,Kabhre,1.17
11930,2000,3,Kabhre,2.88
11931,2000,4,Kabhre,8.48
11932,2000,5,Kabhre,51.64
11933,2000,6,Kabhre,138.22
11934,2000,7,Kabhre,118.09
11935,2000,8,Kabhre,158.62
11936,2000,9,Kabhre,115.7
11937,2000,10,Kabhre,2.39
11938,2000,11,Kabhre,1.62
11939,2000,12,Kabhre,0.03
11940,2001,1,Kabhre,0.29
11941,2001,2,Kabhre,0.17
11942,2001,3,Kabhre,3.63
11943,2001,4,Kabhre,5.85
11944,2001,5,Kabhre,35.29
11945,2001,6,Kabhre,66.03
11946,2001,7,Kabhre,154.26
11947,2001,8,Kabhre,134.86
11948,2001,9,Kabhre,95.85
11949,2001,10,Kabhre,20.92
11950,2001,11,Kabhre,0.18
11951,2001,12,Kabhre,0.0
11952,2002,1,Kabhre,10.91
11953,2002,2,Kabhre,8.95
11954,2002,3,Kabhre,22.06
11955,2002,4,Kabhre,7.62
11956,2002,5,Kabhre,56.28
11957,2002,6,Kabhre,63.98
11958,2002,7,Kabhre,120.39
11959,2002,8,Kabhre,86.68
11960,2002,9,Kabhre,44.6
11961,2002,10,Kabhre,21.11
11962,2002,11,Kabhre,0.09
11963,2002,12,Kabhre,8.94
11964,2003,1,Kabhre,4.93
11965,2003,2,Kabhre,40.81
11966,2003,3,Kabhre,2.72
11967,2003,4,Kabhre,4.95
11968,2003,5,Kabhre,10.03
11969,2003,6,Kabhre,80.76
11970,2003,7,Kabhre,145.75
11971,2003,8,Kabhre,74.54
11972,2003,9,Kabhre,46.86
11973,2003,10,Kabhre,31.17
11974,2003,11,Kabhre,0.08
11975,2003,12,Kabhre,13.43
11976,2004,1,Kabhre,18.49
11977,2004,2,Kabhre,0.04
11978,2004,3,Kabhre,17.03
11979,2004,4,Kabhre,132.2
11980,2004,5,Kabhre,102.36
11981,2004,6,Kabhre,128.22
11982,2004,7,Kabhre,345.52
11983,2004,8,Kabhre,164.88
11984,2004,9,Kabhre,132.55
11985,2004,10,Kabhre,59.34
11986,2004,11,Kabhre,21.92
11987,2004,12,Kabhre,0.05
11988,2005,1,Kabhre,44.35
11989,2005,2,Kabhre,12.18
11990,2005,3,Kabhre,21.23
11991,2005,4,Kabhre,25.19
11992,2005,5,Kabhre,28.91
11993,2005,6,Kabhre,137.53
11994,2005,7,Kabhre,244.72
11995,2005,8,Kabhre,240.34
11996,2005,9,Kabhre,78.49
11997,2005,10,Kabhre,115.34
11998,2005,11,Kabhre,0.0
11999,2005,12,Kabhre,0.02
12000,2006,1,Kabhre,0.0
12001,2006,2,Kabhre,0.0
12002,2006,3,Kabhre,20.81
12003,2006,4,Kabhre,14.67
12004,2006,5,Kabhre,111.02
12005,2006,6,Kabhre,188.15
12006,2006,7,Kabhre,255.31
12007,2006,8,Kabhre,142.07
12008,2006,9,Kabhre,180.07
12009,2006,10,Kabhre,24.1
12010,2006,11,Kabhre,1.97
12011,2006,12,Kabhre,19.37
12012,2007,1,Kabhre,0.01
12013,2007,2,Kabhre,69.7
12014,2007,3,Kabhre,28.4
12015,2007,4,Kabhre,42.17
12016,2007,5,Kabhre,60.1
12017,2007,6,Kabhre,189.91
12018,2007,7,Kabhre,278.23
12019,2007,8,Kabhre,206.24
12020,2007,9,Kabhre,153.34
12021,2007,10,Kabhre,20.42
12022,2007,11,Kabhre,1.85
12023,2007,12,Kabhre,0.01
12024,2008,1,Kabhre,15.41
12025,2008,2,Kabhre,0.52
12026,2008,3,Kabhre,20.87
12027,2008,4,Kabhre,24.59
12028,2008,5,Kabhre,99.34
12029,2008,6,Kabhre,262.14
12030,2008,7,Kabhre,255.63
12031,2008,8,Kabhre,241.51
12032,2008,9,Kabhre,170.4
12033,2008,10,Kabhre,22.96
12034,2008,11,Kabhre,0.08
12035,2008,12,Kabhre,0.57
12036,2009,1,Kabhre,0.09
12037,2009,2,Kabhre,0.32
12038,2009,3,Kabhre,5.37
12039,2009,4,Kabhre,2.61
12040,2009,5,Kabhre,102.73
12041,2009,6,Kabhre,88.31
12042,2009,7,Kabhre,183.49
12043,2009,8,Kabhre,265.43
12044,2009,9,Kabhre,43.48
12045,2009,10,Kabhre,45.94
12046,2009,11,Kabhre,3.35
12047,2009,12,Kabhre,2.43
12048,2010,1,Kabhre,0.2
12049,2010,2,Kabhre,8.79
12050,2010,3,Kabhre,0.55
12051,2010,4,Kabhre,3.12
12052,2010,5,Kabhre,62.0
12053,2010,6,Kabhre,80.86
12054,2010,7,Kabhre,191.46
12055,2010,8,Kabhre,320.46
12056,2010,9,Kabhre,207.89
12057,2010,10,Kabhre,38.41
12058,2010,11,Kabhre,0.99
12059,2010,12,Kabhre,1.96
12060,2011,1,Kabhre,1.04
12061,2011,2,Kabhre,10.8
12062,2011,3,Kabhre,8.87
12063,2011,4,Kabhre,18.11
12064,2011,5,Kabhre,124.05
12065,2011,6,Kabhre,158.1
12066,2011,7,Kabhre,261.05
12067,2011,8,Kabhre,224.86
12068,2011,9,Kabhre,153.32
12069,2011,10,Kabhre,6.06
12070,2011,11,Kabhre,0.99
12071,2011,12,Kabhre,1.04
12072,2012,1,Kabhre,10.9
12073,2012,2,Kabhre,4.48
12074,2012,3,Kabhre,7.52
12075,2012,4,Kabhre,10.08
12076,2012,5,Kabhre,26.12
12077,2012,6,Kabhre,68.39
12078,2012,7,Kabhre,271.18
12079,2012,8,Kabhre,221.8
12080,2012,9,Kabhre,243.32
12081,2012,10,Kabhre,19.49
12082,2012,11,Kabhre,5.43
12083,2012,12,Kabhre,0.0
12084,2013,1,Kabhre,8.12
12085,2013,2,Kabhre,39.4
12086,2013,3,Kabhre,14.82
12087,2013,4,Kabhre,28.66
12088,2013,5,Kabhre,106.56
12089,2013,6,Kabhre,245.76
12090,2013,7,Kabhre,188.28
12091,2013,8,Kabhre,307.51
12092,2013,9,Kabhre,162.14
12093,2013,10,Kabhre,144.63
12094,2013,11,Kabhre,1.7
12095,2013,12,Kabhre,0.07
12096,2014,1,Kabhre,6.55
12097,2014,2,Kabhre,15.99
12098,2014,3,Kabhre,17.52
12099,2014,4,Kabhre,9.26
12100,2014,5,Kabhre,124.48
12101,2014,6,Kabhre,197.08
12102,2014,7,Kabhre,257.56
12103,2014,8,Kabhre,274.91
12104,2014,9,Kabhre,206.7
12105,2014,10,Kabhre,52.61
12106,2014,11,Kabhre,0.0
12107,2014,12,Kabhre,17.04
12108,2015,1,Kabhre,4.76
12109,2015,2,Kabhre,6.34
12110,2015,3,Kabhre,60.49
12111,2015,4,Kabhre,59.55
12112,2015,5,Kabhre,53.5
12113,2015,6,Kabhre,140.44
12114,2015,7,Kabhre,230.77
12115,2015,8,Kabhre,327.12
12116,2015,9,Kabhre,122.51
12117,2015,10,Kabhre,39.68
12118,2015,11,Kabhre,0.25
12119,2015,12,Kabhre,0.03
12120,2016,1,Kabhre,3.5
12121,2016,2,Kabhre,10.68
12122,2016,3,Kabhre,15.68
12123,2016,4,Kabhre,5.76
12124,2016,5,Kabhre,88.12
12125,2016,6,Kabhre,201.02
12126,2016,7,Kabhre,298.13
12127,2016,8,Kabhre,105.64
12128,2016,9,Kabhre,244.75
12129,2016,10,Kabhre,50.7
12130,2016,11,Kabhre,0.0
12131,2016,12,Kabhre,0.0
12132,2017,1,Kabhre,8.72
12133,2017,2,Kabhre,0.02
12134,2017,3,Kabhre,43.81
12135,2017,4,Kabhre,45.71
12136,2017,5,Kabhre,102.63
12137,2017,6,Kabhre,102.29
12138,2017,7,Kabhre,208.24
12139,2017,8,Kabhre,282.35
12140,2017,9,Kabhre,105.88
12141,2017,10,Kabhre,46.39
12142,2017,11,Kabhre,0.07
12143,2017,12,Kabhre,0.01
12144,2018,1,Kabhre,0.06
12145,2018,2,Kabhre,0.05
12146,2018,3,Kabhre,0.38
12147,2018,4,Kabhre,2.42
12148,2018,5,Kabhre,3.46
12149,2018,6,Kabhre,4.16
12150,2018,7,Kabhre,7.98
12151,2018,8,Kabhre,7.79
12152,2018,9,Kabhre,1.68
12153,2018,10,Kabhre,0.2
12154,2018,11,Kabhre,0.0
12155,2018,12,Kabhre,0.05
12156,2019,1,Kabhre,0.18
12157,2019,2,Kabhre,1.72
12158,2019,3,Kabhre,0.68
12159,2019,4,Kabhre,2.14
12160,2019,5,Kabhre,1.67
12161,2019,6,Kabhre,2.74
12162,2019,7,Kabhre,10.21
12163,2019,8,Kabhre,5.62
12164,2019,9,Kabhre,7.39
12165,2019,10,Kabhre,0.3
12166,2019,11,Kabhre,0.92
12167,2019,12,Kabhre,0.65
12168,1981,1,Kailali,69.56
12169,1981,2,Kailali,9.41
12170,1981,3,Kailali,32.12
12171,1981,4,Kailali,20.91
12172,1981,5,Kailali,113.71
12173,1981,6,Kailali,166.91
12174,1981,7,Kailali,400.79
12175,1981,8,Kailali,229.22
12176,1981,9,Kailali,125.39
12177,1981,10,Kailali,5.88
12178,1981,11,Kailali,48.44
12179,1981,12,Kailali,4.09
12180,1982,1,Kailali,69.65
12181,1982,2,Kailali,42.5
12182,1982,3,Kailali,48.44
12183,1982,4,Kailali,35.43
12184,1982,5,Kailali,55.92
12185,1982,6,Kailali,124.59
12186,1982,7,Kailali,185.09
12187,1982,8,Kailali,306.04
12188,1982,9,Kailali,120.76
12189,1982,10,Kailali,6.71
12190,1982,11,Kailali,6.71
12191,1982,12,Kailali,19.69
12192,1983,1,Kailali,13.42
12193,1983,2,Kailali,6.65
12194,1983,3,Kailali,7.4
12195,1983,4,Kailali,24.42
12196,1983,5,Kailali,25.38
12197,1983,6,Kailali,82.86
12198,1983,7,Kailali,137.52
12199,1983,8,Kailali,218.64
12200,1983,9,Kailali,384.88
12201,1983,10,Kailali,85.39
12202,1983,11,Kailali,0.0
12203,1983,12,Kailali,24.79
12204,1984,1,Kailali,8.34
12205,1984,2,Kailali,48.6
12206,1984,3,Kailali,4.0
12207,1984,4,Kailali,10.94
12208,1984,5,Kailali,20.37
