,YEAR,MONTH,DISTRICT,PRECTOT
22768,2006,5,Rupandehi,155.47
22769,2006,6,Rupandehi,296.86
22770,2006,7,Rupandehi,359.72
22771,2006,8,Rupandehi,212.58
22772,2006,9,Rupandehi,177.64
22773,2006,10,Rupandehi,41.63
22774,2006,11,Rupandehi,1.31
22775,2006,12,Rupandehi,12.1
22776,2007,1,Rupandehi,0.0
22777,2007,2,Rupandehi,114.3
22778,2007,3,Rupandehi,36.58
22779,2007,4,Rupandehi,39.63
22780,2007,5,Rupandehi,56.22
22781,2007,6,Rupandehi,116.89
22782,2007,7,Rupandehi,497.95
22783,2007,8,Rupandehi,381.01
22784,2007,9,Rupandehi,288.89
22785,2007,10,Rupandehi,44.21
22786,2007,11,Rupandehi,0.95
22787,2007,12,Rupandehi,0.16
22788,2008,1,Rupandehi,5.57
22789,2008,2,Rupandehi,1.74
22790,2008,3,Rupandehi,6.45
22791,2008,4,Rupandehi,26.38
22792,2008,5,Rupandehi,84.57
22793,2008,6,Rupandehi,528.24
22794,2008,7,Rupandehi,560.7
22795,2008,8,Rupandehi,456.8
22796,2008,9,Rupandehi,213.45
22797,2008,10,Rupandehi,45.86
22798,2008,11,Rupandehi,0.48
22799,2008,12,Rupandehi,3.96
22800,2009,1,Rupandehi,0.04
22801,2009,2,Rupandehi,2.51
22802,2009,3,Rupandehi,9.49
22803,2009,4,Rupandehi,0.52
22804,2009,5,Rupandehi,136.22
22805,2009,6,Rupandehi,124.16
22806,2009,7,Rupandehi,346.61
22807,2009,8,Rupandehi,362.91
22808,2009,9,Rupandehi,106.22
22809,2009,10,Rupandehi,87.08
22810,2009,11,Rupandehi,2.4
22811,2009,12,Rupandehi,5.22
22812,2010,1,Rupandehi,0.83
22813,2010,2,Rupandehi,14.27
22814,2010,3,Rupandehi,0.03
22815,2010,4,Rupandehi,0.47
22816,2010,5,Rupandehi,35.15
22817,2010,6,Rupandehi,123.64
22818,2010,7,Rupandehi,335.44
22819,2010,8,Rupandehi,394.06
22820,2010,9,Rupandehi,345.23
22821,2010,10,Rupandehi,37.32
22822,2010,11,Rupandehi,9.99
22823,2010,12,Rupandehi,5.23
22824,2011,1,Rupandehi,2.4
22825,2011,2,Rupandehi,16.83
22826,2011,3,Rupandehi,10.17
22827,2011,4,Rupandehi,15.57
22828,2011,5,Rupandehi,134.78
22829,2011,6,Rupandehi,226.91
22830,2011,7,Rupandehi,433.11
22831,2011,8,Rupandehi,387.58
22832,2011,9,Rupandehi,159.74
22833,2011,10,Rupandehi,8.21
22834,2011,11,Rupandehi,0.0
22835,2011,12,Rupandehi,1.13
22836,2012,1,Rupandehi,29.67
22837,2012,2,Rupandehi,9.8
22838,2012,3,Rupandehi,17.81
22839,2012,4,Rupandehi,13.03
22840,2012,5,Rupandehi,10.87
22841,2012,6,Rupandehi,79.48
22842,2012,7,Rupandehi,421.21
22843,2012,8,Rupandehi,315.81
22844,2012,9,Rupandehi,506.46
22845,2012,10,Rupandehi,48.8
22846,2012,11,Rupandehi,3.34
22847,2012,12,Rupandehi,0.02
22848,2013,1,Rupandehi,20.94
22849,2013,2,Rupandehi,57.08
22850,2013,3,Rupandehi,9.4
22851,2013,4,Rupandehi,31.25
22852,2013,5,Rupandehi,103.93
22853,2013,6,Rupandehi,570.43
22854,2013,7,Rupandehi,403.26
22855,2013,8,Rupandehi,374.88
22856,2013,9,Rupandehi,181.39
22857,2013,10,Rupandehi,210.16
22858,2013,11,Rupandehi,6.54
22859,2013,12,Rupandehi,1.16
22860,2014,1,Rupandehi,19.66
22861,2014,2,Rupandehi,29.41
22862,2014,3,Rupandehi,12.47
22863,2014,4,Rupandehi,18.04
22864,2014,5,Rupandehi,90.66
22865,2014,6,Rupandehi,336.26
22866,2014,7,Rupandehi,404.31
22867,2014,8,Rupandehi,506.12
22868,2014,9,Rupandehi,257.7
22869,2014,10,Rupandehi,126.36
22870,2014,11,Rupandehi,0.0
22871,2014,12,Rupandehi,19.42
22872,2015,1,Rupandehi,42.86
22873,2015,2,Rupandehi,12.31
22874,2015,3,Rupandehi,110.28
22875,2015,4,Rupandehi,68.83
22876,2015,5,Rupandehi,69.74
22877,2015,6,Rupandehi,282.37
22878,2015,7,Rupandehi,403.69
22879,2015,8,Rupandehi,487.03
22880,2015,9,Rupandehi,111.77
22881,2015,10,Rupandehi,49.86
22882,2015,11,Rupandehi,0.41
22883,2015,12,Rupandehi,0.09
22884,2016,1,Rupandehi,4.3
22885,2016,2,Rupandehi,4.24
22886,2016,3,Rupandehi,32.15
22887,2016,4,Rupandehi,3.94
22888,2016,5,Rupandehi,147.98
22889,2016,6,Rupandehi,278.4
22890,2016,7,Rupandehi,631.41
22891,2016,8,Rupandehi,171.25
22892,2016,9,Rupandehi,297.21
22893,2016,10,Rupandehi,138.93
22894,2016,11,Rupandehi,0.0
22895,2016,12,Rupandehi,0.0
22896,2017,1,Rupandehi,15.5
22897,2017,2,Rupandehi,0.38
22898,2017,3,Rupandehi,46.79
22899,2017,4,Rupandehi,64.12
22900,2017,5,Rupandehi,122.99
22901,2017,6,Rupandehi,200.56
22902,2017,7,Rupandehi,445.04
22903,2017,8,Rupandehi,502.33
22904,2017,9,Rupandehi,274.22
22905,2017,10,Rupandehi,33.94
22906,2017,11,Rupandehi,0.17
22907,2017,12,Rupandehi,0.17
22908,2018,1,Rupandehi,0.11
22909,2018,2,Rupandehi,0.21
22910,2018,3,Rupandehi,0.54
22911,2018,4,Rupandehi,2.68
22912,2018,5,Rupandehi,5.76
22913,2018,6,Rupandehi,7.48
22914,2018,7,Rupandehi,17.94
22915,2018,8,Rupandehi,12.23
22916,2018,9,Rupandehi,3.76
22917,2018,10,Rupandehi,0.03
22918,2018,11,Rupandehi,0.02
22919,2018,12,Rupandehi,0.0
22920,2019,1,Rupandehi,0.96
22921,2019,2,Rupandehi,3.25
22922,2019,3,Rupandehi,0.78
22923,2019,4,Rupandehi,1.76
22924,2019,5,Rupandehi,3.17
22925,2019,6,Rupandehi,6.57
22926,2019,7,Rupandehi,17.08
22927,2019,8,Rupandehi,7.35
22928,2019,9,Rupandehi,12.67
22929,2019,10,Rupandehi,1.41
22930,2019,11,Rupandehi,0.15
22931,2019,12,Rupandehi,1.08
22932,1981,1,Salyan,73.61
22933,1981,2,Salyan,7.84
22934,1981,3,Salyan,32.06
22935,1981,4,Salyan,29.88
22936,1981,5,Salyan,102.17
22937,1981,6,Salyan,153.58
22938,1981,7,Salyan,490.54
22939,1981,8,Salyan,283.53
22940,1981,9,Salyan,182.8
22941,1981,10,Salyan,8.12
22942,1981,11,Salyan,44.89
22943,1981,12,Salyan,2.95
22944,1982,1,Salyan,66.45
22945,1982,2,Salyan,48.11
22946,1982,3,Salyan,52.02
22947,1982,4,Salyan,21.55
22948,1982,5,Salyan,34.28
22949,1982,6,Salyan,179.14
22950,1982,7,Salyan,279.44
22951,1982,8,Salyan,254.33
22952,1982,9,Salyan,153.76
22953,1982,10,Salyan,4.12
22954,1982,11,Salyan,10.47
22955,1982,12,Salyan,18.23
22956,1983,1,Salyan,10.37
22957,1983,2,Salyan,5.85
22958,1983,3,Salyan,4.47
22959,1983,4,Salyan,20.61
22960,1983,5,Salyan,34.19
22961,1983,6,Salyan,85.41
22962,1983,7,Salyan,163.27
22963,1983,8,Salyan,217.73
22964,1983,9,Salyan,376.2
22965,1983,10,Salyan,100.68
22966,1983,11,Salyan,0.0
22967,1983,12,Salyan,25.84
22968,1984,1,Salyan,8.65
22969,1984,2,Salyan,46.45
22970,1984,3,Salyan,3.36
22971,1984,4,Salyan,9.7
22972,1984,5,Salyan,21.77
22973,1984,6,Salyan,223.52
22974,1984,7,Salyan,210.08
22975,1984,8,Salyan,237.74
22976,1984,9,Salyan,126.11
22977,1984,10,Salyan,20.57
22978,1984,11,Salyan,3.5
22979,1984,12,Salyan,5.25
22980,1985,1,Salyan,27.74
22981,1985,2,Salyan,0.63
22982,1985,3,Salyan,0.18
22983,1985,4,Salyan,18.89
22984,1985,5,Salyan,45.95
22985,1985,6,Salyan,158.95
22986,1985,7,Salyan,228.27
22987,1985,8,Salyan,156.8
22988,1985,9,Salyan,263.83
22989,1985,10,Salyan,136.33
22990,1985,11,Salyan,0.0
22991,1985,12,Salyan,22.12
22992,1986,1,Salyan,3.6
22993,1986,2,Salyan,22.28
22994,1986,3,Salyan,8.8
22995,1986,4,Salyan,14.7
22996,1986,5,Salyan,22.54
22997,1986,6,Salyan,148.12
22998,1986,7,Salyan,300.54
22999,1986,8,Salyan,227.42
23000,1986,9,Salyan,118.65
23001,1986,10,Salyan,22.09
23002,1986,11,Salyan,0.74
23003,1986,12,Salyan,32.29
23004,1987,1,Salyan,18.47
23005,1987,2,Salyan,7.66
23006,1987,3,Salyan,2.13
23007,1987,4,Salyan,2.96
23008,1987,5,Salyan,61.76
23009,1987,6,Salyan,24.13
23010,1987,7,Salyan,184.23
23011,1987,8,Salyan,180.65
23012,1987,9,Salyan,100.0
23013,1987,10,Salyan,68.03
23014,1987,11,Salyan,0.0
23015,1987,12,Salyan,12.77
23016,1988,1,Salyan,80.05
23017,1988,2,Salyan,10.47
23018,1988,3,Salyan,30.01
23019,1988,4,Salyan,24.37
23020,1988,5,Salyan,33.66
23021,1988,6,Salyan,111.08
23022,1988,7,Salyan,569.55
23023,1988,8,Salyan,422.35
23024,1988,9,Salyan,50.55
23025,1988,10,Salyan,5.92
23026,1988,11,Salyan,0.0
23027,1988,12,Salyan,11.41
23028,1989,1,Salyan,33.85
23029,1989,2,Salyan,11.94
23030,1989,3,Salyan,11.58
23031,1989,4,Salyan,0.75
23032,1989,5,Salyan,16.41
23033,1989,6,Salyan,162.56
23034,1989,7,Salyan,246.56
23035,1989,8,Salyan,191.66
23036,1989,9,Salyan,92.92
23037,1989,10,Salyan,3.55
23038,1989,11,Salyan,3.06
23039,1989,12,Salyan,11.87
23040,1990,1,Salyan,0.37
23041,1990,2,Salyan,65.34
23042,1990,3,Salyan,6.82
23043,1990,4,Salyan,8.62
23044,1990,5,Salyan,46.94
23045,1990,6,Salyan,119.15
23046,1990,7,Salyan,460.77
23047,1990,8,Salyan,184.18
23048,1990,9,Salyan,155.89
23049,1990,10,Salyan,8.14
23050,1990,11,Salyan,0.04
23051,1990,12,Salyan,10.84
23052,1991,1,Salyan,2.78
23053,1991,2,Salyan,2.67
23054,1991,3,Salyan,17.88
23055,1991,4,Salyan,0.9
23056,1991,5,Salyan,17.42
23057,1991,6,Salyan,63.29
23058,1991,7,Salyan,113.77
23059,1991,8,Salyan,265.26
23060,1991,9,Salyan,138.61
23061,1991,10,Salyan,0.31
23062,1991,11,Salyan,5.29
23063,1991,12,Salyan,44.93
23064,1992,1,Salyan,3.28
23065,1992,2,Salyan,3.12
23066,1992,3,Salyan,1.38
23067,1992,4,Salyan,0.34
23068,1992,5,Salyan,23.01
23069,1992,6,Salyan,177.23
23070,1992,7,Salyan,181.65
23071,1992,8,Salyan,222.63
23072,1992,9,Salyan,152.39
23073,1992,10,Salyan,56.26
23074,1992,11,Salyan,0.95
23075,1992,12,Salyan,0.01
23076,1993,1,Salyan,9.59
23077,1993,2,Salyan,8.2
23078,1993,3,Salyan,39.86
23079,1993,4,Salyan,4.91
23080,1993,5,Salyan,38.96
23081,1993,6,Salyan,181.72
23082,1993,7,Salyan,130.95
23083,1993,8,Salyan,80.23
23084,1993,9,Salyan,99.61
23085,1993,10,Salyan,0.24
23086,1993,11,Salyan,0.04
23087,1993,12,Salyan,0.01
23088,1994,1,Salyan,24.19
23089,1994,2,Salyan,19.87
23090,1994,3,Salyan,0.53
23091,1994,4,Salyan,4.72
23092,1994,5,Salyan,14.19
23093,1994,6,Salyan,88.77
23094,1994,7,Salyan,192.93
23095,1994,8,Salyan,176.59
23096,1994,9,Salyan,103.67
23097,1994,10,Salyan,2.22
23098,1994,11,Salyan,0.0
23099,1994,12,Salyan,0.0
23100,1995,1,Salyan,16.99
23101,1995,2,Salyan,15.17
23102,1995,3,Salyan,3.66
23103,1995,4,Salyan,2.41
23104,1995,5,Salyan,2.13
23105,1995,6,Salyan,136.48
23106,1995,7,Salyan,139.66
23107,1995,8,Salyan,207.81
23108,1995,9,Salyan,54.13
23109,1995,10,Salyan,3.26
23110,1995,11,Salyan,18.78
23111,1995,12,Salyan,3.21
23112,1996,1,Salyan,39.99
23113,1996,2,Salyan,43.29
23114,1996,3,Salyan,4.35
23115,1996,4,Salyan,19.58
23116,1996,5,Salyan,7.91
23117,1996,6,Salyan,89.81
23118,1996,7,Salyan,147.15
23119,1996,8,Salyan,178.0
23120,1996,9,Salyan,74.54
23121,1996,10,Salyan,44.78
23122,1996,11,Salyan,0.0
23123,1996,12,Salyan,0.0
23124,1997,1,Salyan,7.74
23125,1997,2,Salyan,0.11
23126,1997,3,Salyan,1.49
23127,1997,4,Salyan,17.82
23128,1997,5,Salyan,9.03
23129,1997,6,Salyan,66.38
23130,1997,7,Salyan,121.67
23131,1997,8,Salyan,70.87
23132,1997,9,Salyan,57.11
23133,1997,10,Salyan,14.62
23134,1997,11,Salyan,5.98
23135,1997,12,Salyan,54.96
23136,1998,1,Salyan,6.83
23137,1998,2,Salyan,6.13
23138,1998,3,Salyan,54.32
23139,1998,4,Salyan,5.11
23140,1998,5,Salyan,12.37
23141,1998,6,Salyan,41.41
23142,1998,7,Salyan,212.94
23143,1998,8,Salyan,206.31
23144,1998,9,Salyan,62.82
23145,1998,10,Salyan,49.41
23146,1998,11,Salyan,2.97
23147,1998,12,Salyan,0.0
23148,1999,1,Salyan,16.56
23149,1999,2,Salyan,1.62
23150,1999,3,Salyan,0.55
23151,1999,4,Salyan,1.19
23152,1999,5,Salyan,39.19
23153,1999,6,Salyan,65.84
23154,1999,7,Salyan,124.0
23155,1999,8,Salyan,99.4
23156,1999,9,Salyan,62.62
23157,1999,10,Salyan,43.24
23158,1999,11,Salyan,0.0
23159,1999,12,Salyan,3.35
23160,2000,1,Salyan,9.98
23161,2000,2,Salyan,11.13
23162,2000,3,Salyan,1.82
23163,2000,4,Salyan,1.53
23164,2000,5,Salyan,80.35
23165,2000,6,Salyan,205.36
23166,2000,7,Salyan,166.17
23167,2000,8,Salyan,387.42
23168,2000,9,Salyan,95.37
23169,2000,10,Salyan,0.15
23170,2000,11,Salyan,1.03
23171,2000,12,Salyan,0.31
23172,2001,1,Salyan,0.18
23173,2001,2,Salyan,1.66
23174,2001,3,Salyan,4.3
23175,2001,4,Salyan,4.32
23176,2001,5,Salyan,42.41
23177,2001,6,Salyan,173.45
23178,2001,7,Salyan,203.25
23179,2001,8,Salyan,177.51
23180,2001,9,Salyan,96.82
23181,2001,10,Salyan,39.2
23182,2001,11,Salyan,3.53
23183,2001,12,Salyan,0.01
23184,2002,1,Salyan,17.52
23185,2002,2,Salyan,32.9
23186,2002,3,Salyan,0.78
23187,2002,4,Salyan,0.54
23188,2002,5,Salyan,24.42
23189,2002,6,Salyan,80.2
23190,2002,7,Salyan,92.62
23191,2002,8,Salyan,105.04
23192,2002,9,Salyan,108.53
23193,2002,10,Salyan,7.07
23194,2002,11,Salyan,3.25
23195,2002,12,Salyan,33.54
23196,2003,1,Salyan,20.86
23197,2003,2,Salyan,25.4
23198,2003,3,Salyan,0.78
23199,2003,4,Salyan,5.65
23200,2003,5,Salyan,6.34
23201,2003,6,Salyan,58.23
23202,2003,7,Salyan,230.17
23203,2003,8,Salyan,158.24
23204,2003,9,Salyan,129.91
23205,2003,10,Salyan,26.91
23206,2003,11,Salyan,0.03
23207,2003,12,Salyan,6.49
23208,2004,1,Salyan,36.14
23209,2004,2,Salyan,0.0
23210,2004,3,Salyan,0.39
23211,2004,4,Salyan,28.26
23212,2004,5,Salyan,105.07
23213,2004,6,Salyan,214.13
23214,2004,7,Salyan,375.09
23215,2004,8,Salyan,156.63
23216,2004,9,Salyan,129.15
23217,2004,10,Salyan,39.06
23218,2004,11,Salyan,1.34
23219,2004,12,Salyan,0.61
23220,2005,1,Salyan,52.75
23221,2005,2,Salyan,12.05
23222,2005,3,Salyan,25.07
23223,2005,4,Salyan,12.38
23224,2005,5,Salyan,57.78
23225,2005,6,Salyan,121.65
23226,2005,7,Salyan,445.07
23227,2005,8,Salyan,346.7
23228,2005,9,Salyan,146.25
23229,2005,10,Salyan,82.82
23230,2005,11,Salyan,0.0
23231,2005,12,Salyan,5.55
23232,2006,1,Salyan,0.01
23233,2006,2,Salyan,0.0
23234,2006,3,Salyan,59.3
23235,2006,4,Salyan,21.43
23236,2006,5,Salyan,102.29
23237,2006,6,Salyan,288.05
23238,2006,7,Salyan,383.87
23239,2006,8,Salyan,218.1
23240,2006,9,Salyan,95.74
23241,2006,10,Salyan,29.81
23242,2006,11,Salyan,1.79
23243,2006,12,Salyan,18.77
23244,2007,1,Salyan,0.01
23245,2007,2,Salyan,130.0
23246,2007,3,Salyan,80.41
23247,2007,4,Salyan,12.4
23248,2007,5,Salyan,105.95
23249,2007,6,Salyan,172.62
23250,2007,7,Salyan,494.75
23251,2007,8,Salyan,345.78
23252,2007,9,Salyan,203.57
23253,2007,10,Salyan,14.4
23254,2007,11,Salyan,0.04
23255,2007,12,Salyan,0.79
23256,2008,1,Salyan,0.81
23257,2008,2,Salyan,9.51
23258,2008,3,Salyan,0.18
23259,2008,4,Salyan,35.48
23260,2008,5,Salyan,79.54
23261,2008,6,Salyan,470.39
23262,2008,7,Salyan,531.74
23263,2008,8,Salyan,358.93
23264,2008,9,Salyan,204.81
23265,2008,10,Salyan,13.6
23266,2008,11,Salyan,2.75
23267,2008,12,Salyan,1.72
23268,2009,1,Salyan,0.01
23269,2009,2,Salyan,13.13
23270,2009,3,Salyan,5.54
23271,2009,4,Salyan,0.59
23272,2009,5,Salyan,75.65
23273,2009,6,Salyan,60.56
23274,2009,7,Salyan,274.86
23275,2009,8,Salyan,373.81
23276,2009,9,Salyan,186.3
23277,2009,10,Salyan,135.98
23278,2009,11,Salyan,11.15
23279,2009,12,Salyan,6.24
23280,2010,1,Salyan,5.37
23281,2010,2,Salyan,23.01
23282,2010,3,Salyan,1.02
23283,2010,4,Salyan,1.76
23284,2010,5,Salyan,45.15
23285,2010,6,Salyan,74.79
23286,2010,7,Salyan,411.85
23287,2010,8,Salyan,304.37
23288,2010,9,Salyan,345.86
23289,2010,10,Salyan,17.97
23290,2010,11,Salyan,35.66
23291,2010,12,Salyan,11.89
23292,2011,1,Salyan,23.94
23293,2011,2,Salyan,25.22
23294,2011,3,Salyan,7.42
23295,2011,4,Salyan,13.51
23296,2011,5,Salyan,79.98
23297,2011,6,Salyan,373.1
23298,2011,7,Salyan,427.68
23299,2011,8,Salyan,452.59
23300,2011,9,Salyan,185.78
23301,2011,10,Salyan,1.54
23302,2011,11,Salyan,0.0
23303,2011,12,Salyan,6.17
23304,2012,1,Salyan,62.95
23305,2012,2,Salyan,13.3
23306,2012,3,Salyan,10.56
23307,2012,4,Salyan,23.98
23308,2012,5,Salyan,6.65
23309,2012,6,Salyan,41.49
23310,2012,7,Salyan,380.52
23311,2012,8,Salyan,379.43
23312,2012,9,Salyan,340.16
23313,2012,10,Salyan,10.12
23314,2012,11,Salyan,1.08
23315,2012,12,Salyan,1.24
23316,2013,1,Salyan,57.66
23317,2013,2,Salyan,88.15
23318,2013,3,Salyan,3.6
23319,2013,4,Salyan,8.89
23320,2013,5,Salyan,36.27
23321,2013,6,Salyan,507.82
23322,2013,7,Salyan,489.08
23323,2013,8,Salyan,331.1
23324,2013,9,Salyan,171.36
23325,2013,10,Salyan,102.81
23326,2013,11,Salyan,4.28
23327,2013,12,Salyan,5.6
23328,2014,1,Salyan,23.9
23329,2014,2,Salyan,42.06
23330,2014,3,Salyan,7.57
23331,2014,4,Salyan,10.21
23332,2014,5,Salyan,50.43
23333,2014,6,Salyan,122.29
23334,2014,7,Salyan,434.93
23335,2014,8,Salyan,345.24
23336,2014,9,Salyan,179.01
23337,2014,10,Salyan,60.83
23338,2014,11,Salyan,0.0
23339,2014,12,Salyan,29.14
23340,2015,1,Salyan,45.4
23341,2015,2,Salyan,19.41
23342,2015,3,Salyan,128.34
23343,2015,4,Salyan,60.25
23344,2015,5,Salyan,34.1
23345,2015,6,Salyan,264.95
23346,2015,7,Salyan,288.04
23347,2015,8,Salyan,321.38
23348,2015,9,Salyan,36.0
23349,2015,10,Salyan,19.46
23350,2015,11,Salyan,0.86
23351,2015,12,Salyan,0.54
23352,2016,1,Salyan,7.9
23353,2016,2,Salyan,13.95
23354,2016,3,Salyan,22.03
23355,2016,4,Salyan,2.59
23356,2016,5,Salyan,125.71
23357,2016,6,Salyan,164.26
23358,2016,7,Salyan,637.58
23359,2016,8,Salyan,178.31
23360,2016,9,Salyan,141.43
23361,2016,10,Salyan,56.65
23362,2016,11,Salyan,0.0
23363,2016,12,Salyan,0.0
23364,2017,1,Salyan,30.73
23365,2017,2,Salyan,0.42
23366,2017,3,Salyan,35.11
23367,2017,4,Salyan,26.18
23368,2017,5,Salyan,90.11
23369,2017,6,Salyan,112.45
23370,2017,7,Salyan,461.86
23371,2017,8,Salyan,388.18
23372,2017,9,Salyan,153.42
23373,2017,10,Salyan,6.47
23374,2017,11,Salyan,0.39
23375,2017,12,Salyan,1.09
23376,2018,1,Salyan,0.15
23377,2018,2,Salyan,0.32
23378,2018,3,Salyan,0.36
23379,2018,4,Salyan,2.69
23380,2018,5,Salyan,3.91
23381,2018,6,Salyan,4.3
23382,2018,7,Salyan,20.82
23383,2018,8,Salyan,16.63
23384,2018,9,Salyan,2.59
23385,2018,10,Salyan,0.0
23386,2018,11,Salyan,0.03
23387,2018,12,Salyan,0.01
23388,2019,1,Salyan,1.17
23389,2019,2,Salyan,4.1
23390,2019,3,Salyan,0.51
23391,2019,4,Salyan,1.03
23392,2019,5,Salyan,0.87
23393,2019,6,Salyan,5.9
23394,2019,7,Salyan,17.12
23395,2019,8,Salyan,6.49
23396,2019,9,Salyan,9.75
23397,2019,10,Salyan,0.31
23398,2019,11,Salyan,0.15
23399,2019,12,Salyan,1.63
23400,1981,1,Sankhuwasabha,11.87
23401,1981,2,Sankhuwasabha,6.41
23402,1981,3,Sankhuwasabha,25.31
23403,1981,4,Sankhuwasabha,59.64
23404,1981,5,Sankhuwasabha,167.53
23405,1981,6,Sankhuwasabha,206.3
23406,1981,7,Sankhuwasabha,313.49
23407,1981,8,Sankhuwasabha,259.63
23408,1981,9,Sankhuwasabha,95.93
23409,1981,10,Sankhuwasabha,4.09
23410,1981,11,Sankhuwasabha,5.67
23411,1981,12,Sankhuwasabha,9.44
23412,1982,1,Sankhuwasabha,21.24
23413,1982,2,Sankhuwasabha,36.22
23414,1982,3,Sankhuwasabha,43.59
23415,1982,4,Sankhuwasabha,78.38
23416,1982,5,Sankhuwasabha,26.2
23417,1982,6,Sankhuwasabha,129.25
23418,1982,7,Sankhuwasabha,252.43
23419,1982,8,Sankhuwasabha,104.78
23420,1982,9,Sankhuwasabha,116.76
23421,1982,10,Sankhuwasabha,27.05
23422,1982,11,Sankhuwasabha,5.13
23423,1982,12,Sankhuwasabha,0.57
23424,1983,1,Sankhuwasabha,0.38
23425,1983,2,Sankhuwasabha,0.81
23426,1983,3,Sankhuwasabha,3.97
23427,1983,4,Sankhuwasabha,43.19
23428,1983,5,Sankhuwasabha,68.39
23429,1983,6,Sankhuwasabha,83.14
23430,1983,7,Sankhuwasabha,334.31
23431,1983,8,Sankhuwasabha,107.1
23432,1983,9,Sankhuwasabha,82.85
23433,1983,10,Sankhuwasabha,29.9
23434,1983,11,Sankhuwasabha,0.02
23435,1983,12,Sankhuwasabha,8.59
23436,1984,1,Sankhuwasabha,14.26
23437,1984,2,Sankhuwasabha,14.66
23438,1984,3,Sankhuwasabha,8.13
23439,1984,4,Sankhuwasabha,24.39
23440,1984,5,Sankhuwasabha,84.91
23441,1984,6,Sankhuwasabha,215.08
23442,1984,7,Sankhuwasabha,195.06
23443,1984,8,Sankhuwasabha,154.54
23444,1984,9,Sankhuwasabha,164.2
23445,1984,10,Sankhuwasabha,19.01
23446,1984,11,Sankhuwasabha,0.02
23447,1984,12,Sankhuwasabha,0.45
23448,1985,1,Sankhuwasabha,4.14
23449,1985,2,Sankhuwasabha,4.72
23450,1985,3,Sankhuwasabha,7.46
23451,1985,4,Sankhuwasabha,11.06
23452,1985,5,Sankhuwasabha,59.35
23453,1985,6,Sankhuwasabha,109.2
23454,1985,7,Sankhuwasabha,314.9
23455,1985,8,Sankhuwasabha,96.88
23456,1985,9,Sankhuwasabha,153.09
23457,1985,10,Sankhuwasabha,79.63
23458,1985,11,Sankhuwasabha,0.03
23459,1985,12,Sankhuwasabha,19.1
23460,1986,1,Sankhuwasabha,0.14
23461,1986,2,Sankhuwasabha,2.8
23462,1986,3,Sankhuwasabha,1.24
23463,1986,4,Sankhuwasabha,23.91
23464,1986,5,Sankhuwasabha,57.6
23465,1986,6,Sankhuwasabha,148.42
23466,1986,7,Sankhuwasabha,223.78
23467,1986,8,Sankhuwasabha,124.61
23468,1986,9,Sankhuwasabha,126.16
23469,1986,10,Sankhuwasabha,52.13
23470,1986,11,Sankhuwasabha,4.78
23471,1986,12,Sankhuwasabha,17.23
23472,1987,1,Sankhuwasabha,2.18
23473,1987,2,Sankhuwasabha,6.08
23474,1987,3,Sankhuwasabha,24.47
23475,1987,4,Sankhuwasabha,46.93
23476,1987,5,Sankhuwasabha,24.35
23477,1987,6,Sankhuwasabha,80.04
23478,1987,7,Sankhuwasabha,192.26
23479,1987,8,Sankhuwasabha,365.13
23480,1987,9,Sankhuwasabha,177.22
23481,1987,10,Sankhuwasabha,34.66
23482,1987,11,Sankhuwasabha,0.75
23483,1987,12,Sankhuwasabha,0.16
23484,1988,1,Sankhuwasabha,1.32
23485,1988,2,Sankhuwasabha,7.31
23486,1988,3,Sankhuwasabha,18.74
23487,1988,4,Sankhuwasabha,30.42
23488,1988,5,Sankhuwasabha,58.81
23489,1988,6,Sankhuwasabha,108.97
23490,1988,7,Sankhuwasabha,367.54
23491,1988,8,Sankhuwasabha,153.1
23492,1988,9,Sankhuwasabha,64.06
23493,1988,10,Sankhuwasabha,6.66
23494,1988,11,Sankhuwasabha,0.36
23495,1988,12,Sankhuwasabha,12.61
23496,1989,1,Sankhuwasabha,6.69
23497,1989,2,Sankhuwasabha,31.26
23498,1989,3,Sankhuwasabha,9.7
23499,1989,4,Sankhuwasabha,3.86
23500,1989,5,Sankhuwasabha,99.59
23501,1989,6,Sankhuwasabha,172.01
23502,1989,7,Sankhuwasabha,268.18
23503,1989,8,Sankhuwasabha,92.83
23504,1989,9,Sankhuwasabha,127.1
23505,1989,10,Sankhuwasabha,7.58
23506,1989,11,Sankhuwasabha,1.87
23507,1989,12,Sankhuwasabha,1.99
23508,1990,1,Sankhuwasabha,0.0
23509,1990,2,Sankhuwasabha,7.43
23510,1990,3,Sankhuwasabha,12.28
23511,1990,4,Sankhuwasabha,12.21
23512,1990,5,Sankhuwasabha,41.18
23513,1990,6,Sankhuwasabha,100.22
23514,1990,7,Sankhuwasabha,200.45
23515,1990,8,Sankhuwasabha,123.05
23516,1990,9,Sankhuwasabha,111.11
23517,1990,10,Sankhuwasabha,36.91
23518,1990,11,Sankhuwasabha,0.01
23519,1990,12,Sankhuwasabha,0.0
23520,1991,1,Sankhuwasabha,4.6
23521,1991,2,Sankhuwasabha,2.12
23522,1991,3,Sankhuwasabha,13.94
23523,1991,4,Sankhuwasabha,1.72
23524,1991,5,Sankhuwasabha,13.45
23525,1991,6,Sankhuwasabha,115.33
23526,1991,7,Sankhuwasabha,118.17
23527,1991,8,Sankhuwasabha,187.66
23528,1991,9,Sankhuwasabha,213.15
23529,1991,10,Sankhuwasabha,1.29
23530,1991,11,Sankhuwasabha,0.61
